Model,Target,Rank,Feature,Mean_Abs_SHAP
MLP,Tg_degC,114,InterfacialThickness_nm,0.0
MLP,Tg_degC,115,MicrostructureOrder,0.0
MLP,Tg_degC,116,PermittivityRealPart,0.0
MLP,Tg_degC,117,PermittivityImaginaryPart,0.0
MLP,Tg_degC,118,TanDeltaDielectric,0.0
MLP,Tg_degC,119,YoungModulus_GPa,0.0
MLP,Tg_degC,120,TensileStrength_MPa,0.0
MLP,Dk_1GHz,1,DielectricPolarizability,0.141358
MLP,Dk_1GHz,2,FreeVolumeFraction,0.098453
MLP,Dk_1GHz,3,NumberAverageDPn,0.059155
MLP,Dk_1GHz,4,NumAliphaticRings,0.052439
MLP,Dk_1GHz,5,PEOE_VSA4,0.040937
MLP,Dk_1GHz,6,NumHAcceptors,0.040366
MLP,Dk_1GHz,7,SlogP_VSA2,0.035592
MLP,Dk_1GHz,8,SMR_VSA1,0.028783
MLP,Dk_1GHz,9,fr_NH0,0.024657
MLP,Dk_1GHz,10,RingCount,0.024575
MLP,Dk_1GHz,11,LabuteASA,0.023504
MLP,Dk_1GHz,12,HallKierAlpha,0.022521
MLP,Dk_1GHz,13,PEOE_VSA3,0.016582
MLP,Dk_1GHz,14,fr_amide,0.014081
MLP,Dk_1GHz,15,CurieWeissConstant,0.013627
MLP,Dk_1GHz,16,ThermalExpansionCoeff,0.013423
MLP,Dk_1GHz,17,MolLogP,0.012421
MLP,Dk_1GHz,18,polyBERT_dim_15,0.011465
MLP,Dk_1GHz,19,HeavyAtomMolWt,0.010571
MLP,Dk_1GHz,20,polyBERT_dim_12,0.009087
MLP,Dk_1GHz,21,fr_ether,0.008115
MLP,Dk_1GHz,22,PolyDisersityIndex,0.006331
MLP,Dk_1GHz,23,Kappa2,0.00608
MLP,Dk_1GHz,24,Kappa1,0.006072
MLP,Dk_1GHz,25,polyBERT_dim_32,0.005939
MLP,Dk_1GHz,26,polyBERT_dim_23,0.005885
MLP,Dk_1GHz,27,fr_ketone,0.005833
MLP,Dk_1GHz,28,DegreeOfCrystallinity,0.005597
MLP,Dk_1GHz,29,ThermalDiffusivity,0.004327
MLP,Dk_1GHz,30,DipoleMomentRepeat,0.004048
MLP,Dk_1GHz,31,PermittivityImaginaryPart,0.00372
MLP,Dk_1GHz,32,polyBERT_dim_34,0.003697
MLP,Dk_1GHz,33,CrosslinkingDensity,0.003509
MLP,Dk_1GHz,34,polyBERT_dim_17,0.003484
MLP,Dk_1GHz,35,polyBERT_dim_21,0.003412
MLP,Dk_1GHz,36,polyBERT_dim_04,0.003406
MLP,Dk_1GHz,37,InterfacialThickness_nm,0.00334
MLP,Dk_1GHz,38,NumRotatableBonds,0.002738
MLP,Dk_1GHz,39,TieChainsPerArea,0.002667
MLP,Dk_1GHz,40,TPSA,0.002648
MLP,Dk_1GHz,41,SpheruliteRadius_um,0.00261
MLP,Dk_1GHz,42,polyBERT_dim_40,0.002526
MLP,Dk_1GHz,43,ElectronicPolarizability,0.002256
MLP,Dk_1GHz,44,HeatCapacity_Cp,0.002195
MLP,Dk_1GHz,45,LamellaeThickness_nm,0.002105
MLP,Dk_1GHz,46,polyBERT_dim_26,0.001876
MLP,Dk_1GHz,47,ChainFlexibilityParam,0.00179
MLP,Dk_1GHz,48,polyBERT_dim_07,0.001789
MLP,Dk_1GHz,49,polyBERT_dim_13,0.001764
MLP,Dk_1GHz,50,NumHeavyAtoms,0.001748
MLP,Dk_1GHz,51,polyBERT_dim_14,0.001575
MLP,Dk_1GHz,52,polyBERT_dim_36,0.001339
MLP,Dk_1GHz,53,NumHDonors,0.001301
MLP,Dk_1GHz,54,polyBERT_dim_25,0.001259
MLP,Dk_1GHz,55,fr_imide,0.001255
MLP,Dk_1GHz,56,PEOE_VSA1,0.001252
MLP,Dk_1GHz,57,polyBERT_dim_35,0.001245
MLP,Dk_1GHz,58,polyBERT_dim_24,0.001181
MLP,Dk_1GHz,59,AmorphousPhaseContent,0.001165
MLP,Dk_1GHz,60,ContourLengthPerUnit,0.001026
MLP,Dk_1GHz,61,polyBERT_dim_38,0.001024
MLP,Dk_1GHz,62,polyBERT_dim_18,0.000976
MLP,Dk_1GHz,63,MolWt,0.000919
MLP,Dk_1GHz,64,MicrostructureOrder,0.000892
MLP,Dk_1GHz,65,polyBERT_dim_33,0.00087
MLP,Dk_1GHz,66,ElongationBreak_pct,0.000813
MLP,Dk_1GHz,67,FractionCSP3,0.000748
MLP,Dk_1GHz,68,polyBERT_dim_27,0.000732
MLP,Dk_1GHz,69,CrystalThickness_nm,0.000702
MLP,Dk_1GHz,70,PEOE_VSA2,0.00064
MLP,Dk_1GHz,71,polyBERT_dim_19,0.00044
MLP,Dk_1GHz,72,polyBERT_dim_09,0.000398
MLP,Dk_1GHz,73,polyBERT_dim_37,0.000382
MLP,Dk_1GHz,74,PersistenceLength,0.000313
MLP,Dk_1GHz,75,ExactMolWt,0.0
MLP,Dk_1GHz,76,NumRings,0.0
MLP,Dk_1GHz,77,NumAromaticRings,0.0
MLP,Dk_1GHz,78,MolMR,0.0
MLP,Dk_1GHz,79,SMR_VSA2,0.0
MLP,Dk_1GHz,80,SMR_VSA3,0.0
MLP,Dk_1GHz,81,SlogP_VSA1,0.0
MLP,Dk_1GHz,82,SlogP_VSA3,0.0
MLP,Dk_1GHz,83,NumValenceElectrons,0.0
MLP,Dk_1GHz,84,NumRadicalElectrons,0.0
MLP,Dk_1GHz,85,fr_C_O,0.0
MLP,Dk_1GHz,86,fr_NH1,0.0
MLP,Dk_1GHz,87,fr_ArN,0.0
MLP,Dk_1GHz,88,fr_Ar_COO,0.0
MLP,Dk_1GHz,89,polyBERT_dim_01,0.0
MLP,Dk_1GHz,90,polyBERT_dim_02,0.0
MLP,Dk_1GHz,91,polyBERT_dim_03,0.0
MLP,Dk_1GHz,92,polyBERT_dim_05,0.0
MLP,Dk_1GHz,93,polyBERT_dim_06,0.0
MLP,Dk_1GHz,94,polyBERT_dim_08,0.0
MLP,Dk_1GHz,95,polyBERT_dim_10,0.0
MLP,Dk_1GHz,96,polyBERT_dim_11,0.0
MLP,Dk_1GHz,97,polyBERT_dim_16,0.0
MLP,Dk_1GHz,98,polyBERT_dim_20,0.0
MLP,Dk_1GHz,99,polyBERT_dim_22,0.0
MLP,Dk_1GHz,100,polyBERT_dim_28,0.0
MLP,Dk_1GHz,101,polyBERT_dim_29,0.0
MLP,Dk_1GHz,102,polyBERT_dim_30,0.0
MLP,Dk_1GHz,103,polyBERT_dim_31,0.0
MLP,Dk_1GHz,104,polyBERT_dim_39,0.0
MLP,Dk_1GHz,105,CrystallinePhaseContent,0.0
MLP,Dk_1GHz,106,ChainRigidityIndex,0.0
MLP,Dk_1GHz,107,SegmentalMobility,0.0
MLP,Dk_1GHz,108,GlassyModulus,0.0
MLP,Dk_1GHz,109,IonicPolarizability,0.0
MLP,Dk_1GHz,110,OrientationalPolarizability,0.0
MLP,Dk_1GHz,111,EntanglementMolWt,0.0
MLP,Dk_1GHz,112,CharacteristicRatio,0.0
MLP,Dk_1GHz,113,Mw_kDa,0.0
MLP,Dk_1GHz,114,Mn_kDa,0.0
MLP,Dk_1GHz,115,ZAverageMolWt,0.0
MLP,Dk_1GHz,116,ViscosityAverageMolWt,0.0
MLP,Dk_1GHz,117,PermittivityRealPart,0.0
MLP,Dk_1GHz,118,TanDeltaDielectric,0.0
MLP,Dk_1GHz,119,YoungModulus_GPa,0.0
MLP,Dk_1GHz,120,TensileStrength_MPa,0.0
MLP,Outgassing_TML_pct,1,AmorphousPhaseContent,0.013928
MLP,Outgassing_TML_pct,2,FreeVolumeFraction,0.012674
MLP,Outgassing_TML_pct,3,PermittivityRealPart,0.010128
MLP,Outgassing_TML_pct,4,PEOE_VSA2,0.008153
MLP,Outgassing_TML_pct,5,ChainFlexibilityParam,0.005687
MLP,Outgassing_TML_pct,6,LabuteASA,0.00451
MLP,Outgassing_TML_pct,7,MolMR,0.004029
MLP,Outgassing_TML_pct,8,TensileStrength_MPa,0.003369
MLP,Outgassing_TML_pct,9,NumRings,0.002464
MLP,Outgassing_TML_pct,10,DegreeOfCrystallinity,0.002248
MLP,Outgassing_TML_pct,11,Mw_kDa,0.002062
MLP,Outgassing_TML_pct,12,DielectricPolarizability,0.001727
MLP,Outgassing_TML_pct,13,CrosslinkingDensity,0.001672
MLP,Outgassing_TML_pct,14,SMR_VSA1,0.001659
MLP,Outgassing_TML_pct,15,polyBERT_dim_11,0.001586
MLP,Outgassing_TML_pct,16,fr_amide,0.001581
MLP,Outgassing_TML_pct,17,CrystallinePhaseContent,0.001523
MLP,Outgassing_TML_pct,18,polyBERT_dim_12,0.001473
MLP,Outgassing_TML_pct,19,polyBERT_dim_13,0.001446
MLP,Outgassing_TML_pct,20,ChainRigidityIndex,0.00123
MLP,Outgassing_TML_pct,21,IonicPolarizability,0.001148
MLP,Outgassing_TML_pct,22,PermittivityImaginaryPart,0.00091
MLP,Outgassing_TML_pct,23,Mn_kDa,0.000883
MLP,Outgassing_TML_pct,24,Kappa2,0.000811
MLP,Outgassing_TML_pct,25,NumHDonors,0.00079
MLP,Outgassing_TML_pct,26,NumHAcceptors,0.000787
MLP,Outgassing_TML_pct,27,polyBERT_dim_36,0.000729
MLP,Outgassing_TML_pct,28,TanDeltaDielectric,0.000675
MLP,Outgassing_TML_pct,29,polyBERT_dim_33,0.000663
MLP,Outgassing_TML_pct,30,polyBERT_dim_04,0.000573
MLP,Outgassing_TML_pct,31,fr_imide,0.00056
MLP,Outgassing_TML_pct,32,DipoleMomentRepeat,0.000557
MLP,Outgassing_TML_pct,33,fr_NH0,0.000534
MLP,Outgassing_TML_pct,34,polyBERT_dim_39,0.00053
MLP,Outgassing_TML_pct,35,PEOE_VSA3,0.000527
MLP,Outgassing_TML_pct,36,fr_ether,0.000524
MLP,Outgassing_TML_pct,37,Kappa1,0.000515
MLP,Outgassing_TML_pct,38,ZAverageMolWt,0.000489
MLP,Outgassing_TML_pct,39,polyBERT_dim_37,0.000481
MLP,Outgassing_TML_pct,40,SlogP_VSA1,0.000471
MLP,Outgassing_TML_pct,41,polyBERT_dim_03,0.000416
MLP,Outgassing_TML_pct,42,NumValenceElectrons,0.000382
MLP,Outgassing_TML_pct,43,polyBERT_dim_25,0.000377
MLP,Outgassing_TML_pct,44,InterfacialThickness_nm,0.000371
MLP,Outgassing_TML_pct,45,LamellaeThickness_nm,0.000364
MLP,Outgassing_TML_pct,46,CurieWeissConstant,0.000349
MLP,Outgassing_TML_pct,47,polyBERT_dim_10,0.000347
MLP,Outgassing_TML_pct,48,HeatCapacity_Cp,0.000343
MLP,Outgassing_TML_pct,49,NumRotatableBonds,0.000331
MLP,Outgassing_TML_pct,50,polyBERT_dim_07,0.000327
MLP,Outgassing_TML_pct,51,polyBERT_dim_19,0.000327
MLP,Outgassing_TML_pct,52,ExactMolWt,0.00031
MLP,Outgassing_TML_pct,53,polyBERT_dim_32,0.000308
MLP,Outgassing_TML_pct,54,polyBERT_dim_30,0.0003
MLP,Outgassing_TML_pct,55,polyBERT_dim_16,0.000295
MLP,Outgassing_TML_pct,56,ElectronicPolarizability,0.000282
MLP,Outgassing_TML_pct,57,MolWt,0.000275
MLP,Outgassing_TML_pct,58,polyBERT_dim_31,0.000274
MLP,Outgassing_TML_pct,59,ViscosityAverageMolWt,0.000273
MLP,Outgassing_TML_pct,60,polyBERT_dim_35,0.000271
MLP,Outgassing_TML_pct,61,polyBERT_dim_40,0.000266
MLP,Outgassing_TML_pct,62,polyBERT_dim_20,0.000259
MLP,Outgassing_TML_pct,63,polyBERT_dim_22,0.000254
MLP,Outgassing_TML_pct,64,HallKierAlpha,0.000253
MLP,Outgassing_TML_pct,65,PEOE_VSA4,0.000237
MLP,Outgassing_TML_pct,66,polyBERT_dim_38,0.000234
MLP,Outgassing_TML_pct,67,polyBERT_dim_06,0.000211
MLP,Outgassing_TML_pct,68,CrystalThickness_nm,0.000196
MLP,Outgassing_TML_pct,69,SlogP_VSA2,0.000192
MLP,Outgassing_TML_pct,70,polyBERT_dim_27,0.000183
MLP,Outgassing_TML_pct,71,polyBERT_dim_28,0.000171
MLP,Outgassing_TML_pct,72,polyBERT_dim_26,0.000164
MLP,Outgassing_TML_pct,73,YoungModulus_GPa,0.000159
MLP,Outgassing_TML_pct,74,NumAliphaticRings,0.000159
MLP,Outgassing_TML_pct,75,polyBERT_dim_09,0.000144
MLP,Outgassing_TML_pct,76,fr_C_O,0.000137
MLP,Outgassing_TML_pct,77,SegmentalMobility,0.000136
MLP,Outgassing_TML_pct,78,polyBERT_dim_08,0.000132
MLP,Outgassing_TML_pct,79,MolLogP,0.000126
MLP,Outgassing_TML_pct,80,SpheruliteRadius_um,0.00012
MLP,Outgassing_TML_pct,81,FractionCSP3,0.000109
MLP,Outgassing_TML_pct,82,polyBERT_dim_23,0.000103
MLP,Outgassing_TML_pct,83,TPSA,0.000103
MLP,Outgassing_TML_pct,84,polyBERT_dim_01,9.7e-05
MLP,Outgassing_TML_pct,85,polyBERT_dim_14,9.6e-05
MLP,Outgassing_TML_pct,86,ThermalDiffusivity,8.8e-05
MLP,Outgassing_TML_pct,87,NumAromaticRings,8.8e-05
MLP,Outgassing_TML_pct,88,TieChainsPerArea,8.2e-05
MLP,Outgassing_TML_pct,89,polyBERT_dim_21,8.2e-05
MLP,Outgassing_TML_pct,90,RingCount,6.6e-05
MLP,Outgassing_TML_pct,91,GlassyModulus,6.5e-05
MLP,Outgassing_TML_pct,92,ContourLengthPerUnit,6e-05
MLP,Outgassing_TML_pct,93,polyBERT_dim_17,5.7e-05
MLP,Outgassing_TML_pct,94,polyBERT_dim_02,5.1e-05
MLP,Outgassing_TML_pct,95,polyBERT_dim_15,5e-05
MLP,Outgassing_TML_pct,96,polyBERT_dim_05,3.8e-05
MLP,Outgassing_TML_pct,97,ElongationBreak_pct,3.6e-05
MLP,Outgassing_TML_pct,98,NumberAverageDPn,2.6e-05
MLP,Outgassing_TML_pct,99,NumHeavyAtoms,2.4e-05
MLP,Outgassing_TML_pct,100,polyBERT_dim_24,1.7e-05
MLP,Outgassing_TML_pct,101,fr_ketone,1.7e-05
MLP,Outgassing_TML_pct,102,PersistenceLength,1.4e-05
MLP,Outgassing_TML_pct,103,HeavyAtomMolWt,0.0
MLP,Outgassing_TML_pct,104,PEOE_VSA1,0.0
MLP,Outgassing_TML_pct,105,SMR_VSA2,0.0
MLP,Outgassing_TML_pct,106,SMR_VSA3,0.0
MLP,Outgassing_TML_pct,107,SlogP_VSA3,0.0
MLP,Outgassing_TML_pct,108,NumRadicalElectrons,0.0
MLP,Outgassing_TML_pct,109,fr_NH1,0.0
MLP,Outgassing_TML_pct,110,fr_ArN,0.0
MLP,Outgassing_TML_pct,111,fr_Ar_COO,0.0
MLP,Outgassing_TML_pct,112,polyBERT_dim_18,0.0
MLP,Outgassing_TML_pct,113,polyBERT_dim_29,0.0
MLP,Outgassing_TML_pct,114,polyBERT_dim_34,0.0
MLP,Outgassing_TML_pct,115,ThermalExpansionCoeff,0.0
MLP,Outgassing_TML_pct,116,OrientationalPolarizability,0.0
MLP,Outgassing_TML_pct,117,EntanglementMolWt,0.0
MLP,Outgassing_TML_pct,118,CharacteristicRatio,0.0
MLP,Outgassing_TML_pct,119,PolyDisersityIndex,0.0
MLP,Outgassing_TML_pct,120,MicrostructureOrder,0.0
MLP,RadiationDose_MGy,1,RingCount,2.442828
MLP,RadiationDose_MGy,2,HallKierAlpha,2.396551
MLP,RadiationDose_MGy,3,fr_ether,2.062378
MLP,RadiationDose_MGy,4,SlogP_VSA2,1.851092
MLP,RadiationDose_MGy,5,SlogP_VSA1,1.693336
MLP,RadiationDose_MGy,6,NumRotatableBonds,1.474659
MLP,RadiationDose_MGy,7,fr_ketone,1.151286
MLP,RadiationDose_MGy,8,FractionCSP3,1.083312
MLP,RadiationDose_MGy,9,NumHAcceptors,1.079531
MLP,RadiationDose_MGy,10,NumAromaticRings,1.029082
MLP,RadiationDose_MGy,11,MolLogP,0.990603
MLP,RadiationDose_MGy,12,Kappa2,0.982102
MLP,RadiationDose_MGy,13,PEOE_VSA1,0.920265
MLP,RadiationDose_MGy,14,NumberAverageDPn,0.82404
MLP,RadiationDose_MGy,15,FreeVolumeFraction,0.695603
MLP,RadiationDose_MGy,16,NumValenceElectrons,0.560351
MLP,RadiationDose_MGy,17,PEOE_VSA4,0.552572
MLP,RadiationDose_MGy,18,HeavyAtomMolWt,0.545466
MLP,RadiationDose_MGy,19,PolyDisersityIndex,0.495193
MLP,RadiationDose_MGy,20,LabuteASA,0.485358
MLP,RadiationDose_MGy,21,ElongationBreak_pct,0.328934
MLP,RadiationDose_MGy,22,MolMR,0.258075
MLP,RadiationDose_MGy,23,NumHeavyAtoms,0.217084
MLP,RadiationDose_MGy,24,PEOE_VSA2,0.144917
MLP,RadiationDose_MGy,25,ChainFlexibilityParam,0.135513
MLP,RadiationDose_MGy,26,Mw_kDa,0.124836
MLP,RadiationDose_MGy,27,Mn_kDa,0.113119
MLP,RadiationDose_MGy,28,ZAverageMolWt,0.112912
MLP,RadiationDose_MGy,29,fr_amide,0.096689
MLP,RadiationDose_MGy,30,TPSA,0.093298
MLP,RadiationDose_MGy,31,fr_NH0,0.083534
MLP,RadiationDose_MGy,32,ViscosityAverageMolWt,0.057843
MLP,RadiationDose_MGy,33,SMR_VSA1,0.050764
MLP,RadiationDose_MGy,34,TanDeltaDielectric,0.037151
MLP,RadiationDose_MGy,35,fr_imide,0.035851
MLP,RadiationDose_MGy,36,NumAliphaticRings,0.026295
MLP,RadiationDose_MGy,37,NumRings,0.024258
MLP,RadiationDose_MGy,38,ExactMolWt,0.019092
MLP,RadiationDose_MGy,39,Kappa1,0.012873
MLP,RadiationDose_MGy,40,MolWt,0.008553
MLP,RadiationDose_MGy,41,NumHDonors,0.000635
MLP,RadiationDose_MGy,42,PEOE_VSA3,0.0
MLP,RadiationDose_MGy,43,SMR_VSA2,0.0
MLP,RadiationDose_MGy,44,SMR_VSA3,0.0
MLP,RadiationDose_MGy,45,SlogP_VSA3,0.0
MLP,RadiationDose_MGy,46,NumRadicalElectrons,0.0
MLP,RadiationDose_MGy,47,fr_C_O,0.0
MLP,RadiationDose_MGy,48,fr_NH1,0.0
MLP,RadiationDose_MGy,49,fr_ArN,0.0
MLP,RadiationDose_MGy,50,fr_Ar_COO,0.0
MLP,RadiationDose_MGy,51,polyBERT_dim_01,0.0
MLP,RadiationDose_MGy,52,polyBERT_dim_02,0.0
MLP,RadiationDose_MGy,53,polyBERT_dim_03,0.0
MLP,RadiationDose_MGy,54,polyBERT_dim_04,0.0
MLP,RadiationDose_MGy,55,polyBERT_dim_05,0.0
MLP,RadiationDose_MGy,56,polyBERT_dim_06,0.0
MLP,RadiationDose_MGy,57,polyBERT_dim_07,0.0
MLP,RadiationDose_MGy,58,polyBERT_dim_08,0.0
MLP,RadiationDose_MGy,59,polyBERT_dim_09,0.0
MLP,RadiationDose_MGy,60,polyBERT_dim_10,0.0
MLP,RadiationDose_MGy,61,polyBERT_dim_11,0.0
MLP,RadiationDose_MGy,62,polyBERT_dim_12,0.0
MLP,RadiationDose_MGy,63,polyBERT_dim_13,0.0
MLP,RadiationDose_MGy,64,polyBERT_dim_14,0.0
MLP,RadiationDose_MGy,65,polyBERT_dim_15,0.0
MLP,RadiationDose_MGy,66,polyBERT_dim_16,0.0
MLP,RadiationDose_MGy,67,polyBERT_dim_17,0.0
MLP,RadiationDose_MGy,68,polyBERT_dim_18,0.0
MLP,RadiationDose_MGy,69,polyBERT_dim_19,0.0
MLP,RadiationDose_MGy,70,polyBERT_dim_20,0.0
MLP,RadiationDose_MGy,71,polyBERT_dim_21,0.0
MLP,RadiationDose_MGy,72,polyBERT_dim_22,0.0
MLP,RadiationDose_MGy,73,polyBERT_dim_23,0.0
MLP,RadiationDose_MGy,74,polyBERT_dim_24,0.0
MLP,RadiationDose_MGy,75,polyBERT_dim_25,0.0
MLP,RadiationDose_MGy,76,polyBERT_dim_26,0.0
MLP,RadiationDose_MGy,77,polyBERT_dim_27,0.0
MLP,RadiationDose_MGy,78,polyBERT_dim_28,0.0
MLP,RadiationDose_MGy,79,polyBERT_dim_29,0.0
MLP,RadiationDose_MGy,80,polyBERT_dim_30,0.0
MLP,RadiationDose_MGy,81,polyBERT_dim_31,0.0
MLP,RadiationDose_MGy,82,polyBERT_dim_32,0.0
MLP,RadiationDose_MGy,83,polyBERT_dim_33,0.0
MLP,RadiationDose_MGy,84,polyBERT_dim_34,0.0
MLP,RadiationDose_MGy,85,polyBERT_dim_35,0.0
MLP,RadiationDose_MGy,86,polyBERT_dim_36,0.0
MLP,RadiationDose_MGy,87,polyBERT_dim_37,0.0
MLP,RadiationDose_MGy,88,polyBERT_dim_38,0.0
MLP,RadiationDose_MGy,89,polyBERT_dim_39,0.0
MLP,RadiationDose_MGy,90,polyBERT_dim_40,0.0
MLP,RadiationDose_MGy,91,DegreeOfCrystallinity,0.0
MLP,RadiationDose_MGy,92,CrystallinePhaseContent,0.0
MLP,RadiationDose_MGy,93,AmorphousPhaseContent,0.0
MLP,RadiationDose_MGy,94,ChainRigidityIndex,0.0
MLP,RadiationDose_MGy,95,SegmentalMobility,0.0
MLP,RadiationDose_MGy,96,ThermalExpansionCoeff,0.0
MLP,RadiationDose_MGy,97,HeatCapacity_Cp,0.0
MLP,RadiationDose_MGy,98,ThermalDiffusivity,0.0
MLP,RadiationDose_MGy,99,GlassyModulus,0.0
MLP,RadiationDose_MGy,100,DielectricPolarizability,0.0
