Model,Target,Rank,Feature,Mean_Abs_SHAP
GBR,Tg_degC,47,polyBERT_dim_19,0.165013
GBR,Tg_degC,48,polyBERT_dim_24,0.164299
GBR,Tg_degC,49,polyBERT_dim_12,0.154236
GBR,Tg_degC,50,ContourLengthPerUnit,0.137779
GBR,Tg_degC,51,polyBERT_dim_34,0.137042
GBR,Tg_degC,52,CrystalThickness_nm,0.133863
GBR,Tg_degC,53,polyBERT_dim_03,0.130343
GBR,Tg_degC,54,polyBERT_dim_40,0.126981
GBR,Tg_degC,55,PersistenceLength,0.126314
GBR,Tg_degC,56,polyBERT_dim_28,0.118824
GBR,Tg_degC,57,polyBERT_dim_02,0.116476
GBR,Tg_degC,58,ThermalDiffusivity,0.114572
GBR,Tg_degC,59,polyBERT_dim_07,0.112628
GBR,Tg_degC,60,Kappa2,0.108435
GBR,Tg_degC,61,polyBERT_dim_36,0.103058
GBR,Tg_degC,62,HeatCapacity_Cp,0.10226
GBR,Tg_degC,63,polyBERT_dim_22,0.101992
GBR,Tg_degC,64,GlassyModulus,0.101046
GBR,Tg_degC,65,polyBERT_dim_26,0.099755
GBR,Tg_degC,66,polyBERT_dim_30,0.099739
GBR,Tg_degC,67,polyBERT_dim_27,0.097651
GBR,Tg_degC,68,EntanglementMolWt,0.096954
GBR,Tg_degC,69,polyBERT_dim_10,0.09626
GBR,Tg_degC,70,polyBERT_dim_17,0.092615
GBR,Tg_degC,71,CrystallinePhaseContent,0.089494
GBR,Tg_degC,72,polyBERT_dim_29,0.086646
GBR,Tg_degC,73,polyBERT_dim_13,0.083702
GBR,Tg_degC,74,polyBERT_dim_25,0.077857
GBR,Tg_degC,75,polyBERT_dim_16,0.076313
GBR,Tg_degC,76,LamellaeThickness_nm,0.07217
GBR,Tg_degC,77,CharacteristicRatio,0.071208
GBR,Tg_degC,78,polyBERT_dim_38,0.069748
GBR,Tg_degC,79,polyBERT_dim_18,0.069556
GBR,Tg_degC,80,polyBERT_dim_21,0.067557
GBR,Tg_degC,81,polyBERT_dim_06,0.067019
GBR,Tg_degC,82,polyBERT_dim_14,0.064421
GBR,Tg_degC,83,polyBERT_dim_31,0.064045
GBR,Tg_degC,84,TieChainsPerArea,0.063965
GBR,Tg_degC,85,polyBERT_dim_35,0.061216
GBR,Tg_degC,86,polyBERT_dim_37,0.054549
GBR,Tg_degC,87,SegmentalMobility,0.053935
GBR,Tg_degC,88,polyBERT_dim_32,0.051277
GBR,Tg_degC,89,polyBERT_dim_20,0.045692
GBR,Tg_degC,90,polyBERT_dim_08,0.044665
GBR,Tg_degC,91,polyBERT_dim_33,0.040497
GBR,Tg_degC,92,polyBERT_dim_39,0.038822
GBR,Tg_degC,93,polyBERT_dim_01,0.037808
GBR,Tg_degC,94,ElectronicPolarizability,0.036165
GBR,Tg_degC,95,polyBERT_dim_05,0.035982
GBR,Tg_degC,96,polyBERT_dim_15,0.035288
GBR,Tg_degC,97,MicrostructureOrder,0.034646
GBR,Tg_degC,98,MolLogP,0.032171
GBR,Tg_degC,99,polyBERT_dim_04,0.031059
GBR,Tg_degC,100,Kappa1,0.031017
GBR,Tg_degC,101,polyBERT_dim_23,0.029646
GBR,Tg_degC,102,InterfacialThickness_nm,0.029023
GBR,Tg_degC,103,PEOE_VSA3,0.012794
GBR,Tg_degC,104,NumHDonors,0.008822
GBR,Tg_degC,105,NumRotatableBonds,0.005187
GBR,Tg_degC,106,HeavyAtomMolWt,0.0
GBR,Tg_degC,107,ExactMolWt,0.0
GBR,Tg_degC,108,NumHeavyAtoms,0.0
GBR,Tg_degC,109,NumAliphaticRings,0.0
GBR,Tg_degC,110,RingCount,0.0
GBR,Tg_degC,111,SMR_VSA2,0.0
GBR,Tg_degC,112,SMR_VSA3,0.0
GBR,Tg_degC,113,SlogP_VSA3,0.0
GBR,Tg_degC,114,NumValenceElectrons,0.0
GBR,Tg_degC,115,NumRadicalElectrons,0.0
GBR,Tg_degC,116,fr_NH0,0.0
GBR,Tg_degC,117,fr_NH1,0.0
GBR,Tg_degC,118,fr_ArN,0.0
GBR,Tg_degC,119,fr_Ar_COO,0.0
GBR,Tg_degC,120,fr_amide,0.0
GBR,Dk_1GHz,1,DielectricPolarizability,0.196778
GBR,Dk_1GHz,2,FreeVolumeFraction,0.111203
GBR,Dk_1GHz,3,ZAverageMolWt,0.086015
GBR,Dk_1GHz,4,SMR_VSA1,0.079602
GBR,Dk_1GHz,5,ThermalExpansionCoeff,0.077496
GBR,Dk_1GHz,6,Mn_kDa,0.065695
GBR,Dk_1GHz,7,OrientationalPolarizability,0.044255
GBR,Dk_1GHz,8,AmorphousPhaseContent,0.038867
GBR,Dk_1GHz,9,ViscosityAverageMolWt,0.03455
GBR,Dk_1GHz,10,DegreeOfCrystallinity,0.034026
GBR,Dk_1GHz,11,HallKierAlpha,0.033701
GBR,Dk_1GHz,12,TensileStrength_MPa,0.031396
GBR,Dk_1GHz,13,PEOE_VSA2,0.024309
GBR,Dk_1GHz,14,SlogP_VSA2,0.023346
GBR,Dk_1GHz,15,SpheruliteRadius_um,0.021306
GBR,Dk_1GHz,16,NumAromaticRings,0.017731
GBR,Dk_1GHz,17,NumberAverageDPn,0.017075
GBR,Dk_1GHz,18,TanDeltaDielectric,0.007973
GBR,Dk_1GHz,19,FractionCSP3,0.007825
GBR,Dk_1GHz,20,polyBERT_dim_17,0.007373
GBR,Dk_1GHz,21,HeatCapacity_Cp,0.005154
GBR,Dk_1GHz,22,polyBERT_dim_04,0.004861
GBR,Dk_1GHz,23,InterfacialThickness_nm,0.004549
GBR,Dk_1GHz,24,LabuteASA,0.003795
GBR,Dk_1GHz,25,YoungModulus_GPa,0.002916
GBR,Dk_1GHz,26,MolMR,0.002349
GBR,Dk_1GHz,27,polyBERT_dim_15,0.002064
GBR,Dk_1GHz,28,Mw_kDa,0.002037
GBR,Dk_1GHz,29,CurieWeissConstant,0.002019
GBR,Dk_1GHz,30,polyBERT_dim_13,0.001967
GBR,Dk_1GHz,31,Kappa2,0.001966
GBR,Dk_1GHz,32,ContourLengthPerUnit,0.001963
GBR,Dk_1GHz,33,MicrostructureOrder,0.00176
GBR,Dk_1GHz,34,polyBERT_dim_26,0.001703
GBR,Dk_1GHz,35,LamellaeThickness_nm,0.001657
GBR,Dk_1GHz,36,PEOE_VSA3,0.001606
GBR,Dk_1GHz,37,IonicPolarizability,0.001565
GBR,Dk_1GHz,38,ElectronicPolarizability,0.001526
GBR,Dk_1GHz,39,polyBERT_dim_10,0.001522
GBR,Dk_1GHz,40,polyBERT_dim_23,0.001486
GBR,Dk_1GHz,41,CrystalThickness_nm,0.001472
GBR,Dk_1GHz,42,ChainFlexibilityParam,0.001465
GBR,Dk_1GHz,43,PermittivityRealPart,0.001391
GBR,Dk_1GHz,44,polyBERT_dim_28,0.001386
GBR,Dk_1GHz,45,polyBERT_dim_35,0.001358
GBR,Dk_1GHz,46,polyBERT_dim_37,0.001262
GBR,Dk_1GHz,47,CharacteristicRatio,0.001221
GBR,Dk_1GHz,48,TieChainsPerArea,0.00121
GBR,Dk_1GHz,49,CrosslinkingDensity,0.001202
GBR,Dk_1GHz,50,polyBERT_dim_29,0.001097
GBR,Dk_1GHz,51,GlassyModulus,0.001081
GBR,Dk_1GHz,52,EntanglementMolWt,0.001069
GBR,Dk_1GHz,53,polyBERT_dim_05,0.001052
GBR,Dk_1GHz,54,polyBERT_dim_11,0.001051
GBR,Dk_1GHz,55,polyBERT_dim_03,0.001004
GBR,Dk_1GHz,56,polyBERT_dim_06,0.000994
GBR,Dk_1GHz,57,polyBERT_dim_24,0.000946
GBR,Dk_1GHz,58,polyBERT_dim_36,0.000829
GBR,Dk_1GHz,59,NumHAcceptors,0.000806
GBR,Dk_1GHz,60,polyBERT_dim_31,0.000718
GBR,Dk_1GHz,61,polyBERT_dim_21,0.000693
GBR,Dk_1GHz,62,polyBERT_dim_12,0.00069
GBR,Dk_1GHz,63,polyBERT_dim_27,0.000682
GBR,Dk_1GHz,64,polyBERT_dim_25,0.000668
GBR,Dk_1GHz,65,PersistenceLength,0.000666
GBR,Dk_1GHz,66,polyBERT_dim_07,0.00064
GBR,Dk_1GHz,67,polyBERT_dim_34,0.000639
GBR,Dk_1GHz,68,polyBERT_dim_14,0.000634
GBR,Dk_1GHz,69,Kappa1,0.00059
GBR,Dk_1GHz,70,polyBERT_dim_09,0.000571
GBR,Dk_1GHz,71,polyBERT_dim_30,0.000569
GBR,Dk_1GHz,72,polyBERT_dim_38,0.000568
GBR,Dk_1GHz,73,polyBERT_dim_01,0.000566
GBR,Dk_1GHz,74,polyBERT_dim_39,0.000564
GBR,Dk_1GHz,75,polyBERT_dim_20,0.000556
GBR,Dk_1GHz,76,NumHeavyAtoms,0.000556
GBR,Dk_1GHz,77,SegmentalMobility,0.000552
GBR,Dk_1GHz,78,polyBERT_dim_18,0.000544
GBR,Dk_1GHz,79,polyBERT_dim_40,0.000536
GBR,Dk_1GHz,80,polyBERT_dim_22,0.000526
GBR,Dk_1GHz,81,ThermalDiffusivity,0.000521
GBR,Dk_1GHz,82,HeavyAtomMolWt,0.00052
GBR,Dk_1GHz,83,PermittivityImaginaryPart,0.000504
GBR,Dk_1GHz,84,ChainRigidityIndex,0.000492
GBR,Dk_1GHz,85,polyBERT_dim_02,0.000491
GBR,Dk_1GHz,86,ElongationBreak_pct,0.000484
GBR,Dk_1GHz,87,DipoleMomentRepeat,0.000466
GBR,Dk_1GHz,88,polyBERT_dim_08,0.000392
GBR,Dk_1GHz,89,PolyDisersityIndex,0.000389
GBR,Dk_1GHz,90,polyBERT_dim_33,0.000376
GBR,Dk_1GHz,91,polyBERT_dim_16,0.000363
GBR,Dk_1GHz,92,polyBERT_dim_32,0.000356
GBR,Dk_1GHz,93,polyBERT_dim_19,0.000341
GBR,Dk_1GHz,94,CrystallinePhaseContent,0.00033
GBR,Dk_1GHz,95,ExactMolWt,0.000253
GBR,Dk_1GHz,96,PEOE_VSA1,0.000143
GBR,Dk_1GHz,97,MolLogP,0.000123
GBR,Dk_1GHz,98,TPSA,4.3e-05
GBR,Dk_1GHz,99,MolWt,0.0
GBR,Dk_1GHz,100,NumRotatableBonds,0.0
GBR,Dk_1GHz,101,NumRings,0.0
GBR,Dk_1GHz,102,NumAliphaticRings,0.0
GBR,Dk_1GHz,103,RingCount,0.0
GBR,Dk_1GHz,104,NumHDonors,0.0
GBR,Dk_1GHz,105,PEOE_VSA4,0.0
GBR,Dk_1GHz,106,SMR_VSA2,0.0
GBR,Dk_1GHz,107,SMR_VSA3,0.0
GBR,Dk_1GHz,108,SlogP_VSA1,0.0
GBR,Dk_1GHz,109,SlogP_VSA3,0.0
GBR,Dk_1GHz,110,NumValenceElectrons,0.0
GBR,Dk_1GHz,111,NumRadicalElectrons,0.0
GBR,Dk_1GHz,112,fr_C_O,0.0
GBR,Dk_1GHz,113,fr_NH0,0.0
GBR,Dk_1GHz,114,fr_NH1,0.0
GBR,Dk_1GHz,115,fr_ArN,0.0
GBR,Dk_1GHz,116,fr_Ar_COO,0.0
GBR,Dk_1GHz,117,fr_ether,0.0
GBR,Dk_1GHz,118,fr_ketone,0.0
GBR,Dk_1GHz,119,fr_imide,0.0
GBR,Dk_1GHz,120,fr_amide,0.0
GBR,Outgassing_TML_pct,1,FreeVolumeFraction,0.022753
GBR,Outgassing_TML_pct,2,AmorphousPhaseContent,0.013292
GBR,Outgassing_TML_pct,3,DegreeOfCrystallinity,0.012792
GBR,Outgassing_TML_pct,4,CrystalThickness_nm,0.000506
GBR,Outgassing_TML_pct,5,polyBERT_dim_38,0.000472
GBR,Outgassing_TML_pct,6,ContourLengthPerUnit,0.000417
GBR,Outgassing_TML_pct,7,DielectricPolarizability,0.000412
GBR,Outgassing_TML_pct,8,polyBERT_dim_13,0.000323
GBR,Outgassing_TML_pct,9,polyBERT_dim_23,0.000313
GBR,Outgassing_TML_pct,10,polyBERT_dim_03,0.0003
GBR,Outgassing_TML_pct,11,GlassyModulus,0.000289
GBR,Outgassing_TML_pct,12,polyBERT_dim_28,0.000284
GBR,Outgassing_TML_pct,13,SpheruliteRadius_um,0.000273
GBR,Outgassing_TML_pct,14,polyBERT_dim_24,0.000262
GBR,Outgassing_TML_pct,15,polyBERT_dim_12,0.000251
GBR,Outgassing_TML_pct,16,LamellaeThickness_nm,0.000246
GBR,Outgassing_TML_pct,17,YoungModulus_GPa,0.000241
GBR,Outgassing_TML_pct,18,PolyDisersityIndex,0.000241
GBR,Outgassing_TML_pct,19,TieChainsPerArea,0.000231
GBR,Outgassing_TML_pct,20,polyBERT_dim_20,0.000224
GBR,Outgassing_TML_pct,21,polyBERT_dim_08,0.000222
GBR,Outgassing_TML_pct,22,TensileStrength_MPa,0.000217
GBR,Outgassing_TML_pct,23,PersistenceLength,0.000217
GBR,Outgassing_TML_pct,24,TanDeltaDielectric,0.000217
GBR,Outgassing_TML_pct,25,polyBERT_dim_04,0.000215
GBR,Outgassing_TML_pct,26,polyBERT_dim_39,0.000207
GBR,Outgassing_TML_pct,27,polyBERT_dim_40,0.000203
GBR,Outgassing_TML_pct,28,LabuteASA,0.000201
GBR,Outgassing_TML_pct,29,polyBERT_dim_33,0.000186
GBR,Outgassing_TML_pct,30,polyBERT_dim_32,0.000177
GBR,Outgassing_TML_pct,31,polyBERT_dim_15,0.000174
GBR,Outgassing_TML_pct,32,polyBERT_dim_06,0.000173
GBR,Outgassing_TML_pct,33,Mw_kDa,0.000169
GBR,Outgassing_TML_pct,34,polyBERT_dim_02,0.000166
GBR,Outgassing_TML_pct,35,polyBERT_dim_25,0.000166
GBR,Outgassing_TML_pct,36,polyBERT_dim_14,0.000159
GBR,Outgassing_TML_pct,37,ChainRigidityIndex,0.000158
GBR,Outgassing_TML_pct,38,Mn_kDa,0.000156
GBR,Outgassing_TML_pct,39,ViscosityAverageMolWt,0.000149
GBR,Outgassing_TML_pct,40,polyBERT_dim_36,0.000147
GBR,Outgassing_TML_pct,41,HeatCapacity_Cp,0.000147
GBR,Outgassing_TML_pct,42,PermittivityImaginaryPart,0.000146
GBR,Outgassing_TML_pct,43,OrientationalPolarizability,0.000145
GBR,Outgassing_TML_pct,44,polyBERT_dim_37,0.000144
GBR,Outgassing_TML_pct,45,polyBERT_dim_30,0.000143
GBR,Outgassing_TML_pct,46,polyBERT_dim_35,0.000143
GBR,Outgassing_TML_pct,47,polyBERT_dim_29,0.000138
GBR,Outgassing_TML_pct,48,polyBERT_dim_11,0.000135
GBR,Outgassing_TML_pct,49,CharacteristicRatio,0.000131
GBR,Outgassing_TML_pct,50,PermittivityRealPart,0.000128
GBR,Outgassing_TML_pct,51,ElongationBreak_pct,0.000127
GBR,Outgassing_TML_pct,52,polyBERT_dim_17,0.000127
GBR,Outgassing_TML_pct,53,PEOE_VSA3,0.000115
GBR,Outgassing_TML_pct,54,polyBERT_dim_22,0.000114
GBR,Outgassing_TML_pct,55,CrosslinkingDensity,0.00011
GBR,Outgassing_TML_pct,56,ElectronicPolarizability,0.000108
GBR,Outgassing_TML_pct,57,ZAverageMolWt,0.000106
GBR,Outgassing_TML_pct,58,ChainFlexibilityParam,0.000106
GBR,Outgassing_TML_pct,59,polyBERT_dim_01,0.000102
GBR,Outgassing_TML_pct,60,polyBERT_dim_19,0.000101
GBR,Outgassing_TML_pct,61,polyBERT_dim_10,9.8e-05
GBR,Outgassing_TML_pct,62,InterfacialThickness_nm,9.8e-05
GBR,Outgassing_TML_pct,63,polyBERT_dim_18,9.7e-05
GBR,Outgassing_TML_pct,64,polyBERT_dim_34,9.6e-05
GBR,Outgassing_TML_pct,65,Kappa2,9.6e-05
GBR,Outgassing_TML_pct,66,CrystallinePhaseContent,9.5e-05
GBR,Outgassing_TML_pct,67,IonicPolarizability,9.3e-05
GBR,Outgassing_TML_pct,68,polyBERT_dim_26,8.8e-05
GBR,Outgassing_TML_pct,69,SegmentalMobility,8.5e-05
GBR,Outgassing_TML_pct,70,polyBERT_dim_09,7.6e-05
GBR,Outgassing_TML_pct,71,MicrostructureOrder,7.2e-05
GBR,Outgassing_TML_pct,72,CurieWeissConstant,6.8e-05
GBR,Outgassing_TML_pct,73,EntanglementMolWt,6.7e-05
GBR,Outgassing_TML_pct,74,polyBERT_dim_31,6.5e-05
GBR,Outgassing_TML_pct,75,polyBERT_dim_27,6.3e-05
GBR,Outgassing_TML_pct,76,polyBERT_dim_21,5.9e-05
GBR,Outgassing_TML_pct,77,NumberAverageDPn,5.9e-05
GBR,Outgassing_TML_pct,78,polyBERT_dim_16,5.8e-05
GBR,Outgassing_TML_pct,79,polyBERT_dim_07,5.4e-05
GBR,Outgassing_TML_pct,80,DipoleMomentRepeat,4.8e-05
GBR,Outgassing_TML_pct,81,ThermalDiffusivity,4.7e-05
GBR,Outgassing_TML_pct,82,ThermalExpansionCoeff,4.1e-05
GBR,Outgassing_TML_pct,83,MolLogP,3.7e-05
GBR,Outgassing_TML_pct,84,MolMR,3.4e-05
GBR,Outgassing_TML_pct,85,MolWt,3.4e-05
GBR,Outgassing_TML_pct,86,Kappa1,3.2e-05
GBR,Outgassing_TML_pct,87,polyBERT_dim_05,2.6e-05
GBR,Outgassing_TML_pct,88,HallKierAlpha,2.4e-05
GBR,Outgassing_TML_pct,89,SlogP_VSA2,1.6e-05
GBR,Outgassing_TML_pct,90,HeavyAtomMolWt,1.5e-05
GBR,Outgassing_TML_pct,91,FractionCSP3,1.2e-05
GBR,Outgassing_TML_pct,92,ExactMolWt,9e-06
GBR,Outgassing_TML_pct,93,SMR_VSA1,7e-06
GBR,Outgassing_TML_pct,94,NumValenceElectrons,2e-06
GBR,Outgassing_TML_pct,95,NumHeavyAtoms,0.0
GBR,Outgassing_TML_pct,96,NumRotatableBonds,0.0
GBR,Outgassing_TML_pct,97,NumRings,0.0
GBR,Outgassing_TML_pct,98,NumAromaticRings,0.0
GBR,Outgassing_TML_pct,99,NumAliphaticRings,0.0
GBR,Outgassing_TML_pct,100,RingCount,0.0
GBR,Outgassing_TML_pct,101,NumHDonors,0.0
GBR,Outgassing_TML_pct,102,NumHAcceptors,0.0
GBR,Outgassing_TML_pct,103,TPSA,0.0
GBR,Outgassing_TML_pct,104,PEOE_VSA1,0.0
GBR,Outgassing_TML_pct,105,PEOE_VSA2,0.0
GBR,Outgassing_TML_pct,106,PEOE_VSA4,0.0
GBR,Outgassing_TML_pct,107,SMR_VSA2,0.0
GBR,Outgassing_TML_pct,108,SMR_VSA3,0.0
GBR,Outgassing_TML_pct,109,SlogP_VSA1,0.0
GBR,Outgassing_TML_pct,110,SlogP_VSA3,0.0
GBR,Outgassing_TML_pct,111,NumRadicalElectrons,0.0
GBR,Outgassing_TML_pct,112,fr_C_O,0.0
GBR,Outgassing_TML_pct,113,fr_NH0,0.0
GBR,Outgassing_TML_pct,114,fr_NH1,0.0
GBR,Outgassing_TML_pct,115,fr_ArN,0.0
GBR,Outgassing_TML_pct,116,fr_Ar_COO,0.0
GBR,Outgassing_TML_pct,117,fr_ether,0.0
GBR,Outgassing_TML_pct,118,fr_ketone,0.0
GBR,Outgassing_TML_pct,119,fr_imide,0.0
GBR,Outgassing_TML_pct,120,fr_amide,0.0
GBR,RadiationDose_MGy,1,HallKierAlpha,5.596978
GBR,RadiationDose_MGy,2,fr_ketone,3.713994
GBR,RadiationDose_MGy,3,MolLogP,2.706487
GBR,RadiationDose_MGy,4,NumValenceElectrons,2.464996
GBR,RadiationDose_MGy,5,RingCount,2.177269
GBR,RadiationDose_MGy,6,MolMR,1.838096
GBR,RadiationDose_MGy,7,HeavyAtomMolWt,1.64573
GBR,RadiationDose_MGy,8,NumRotatableBonds,1.372851
GBR,RadiationDose_MGy,9,SlogP_VSA1,1.190103
GBR,RadiationDose_MGy,10,ExactMolWt,1.004676
GBR,RadiationDose_MGy,11,TensileStrength_MPa,0.61469
GBR,RadiationDose_MGy,12,FreeVolumeFraction,0.609371
GBR,RadiationDose_MGy,13,Kappa2,0.574565
GBR,RadiationDose_MGy,14,NumAromaticRings,0.548875
GBR,RadiationDose_MGy,15,fr_NH0,0.541393
GBR,RadiationDose_MGy,16,polyBERT_dim_05,0.498784
GBR,RadiationDose_MGy,17,fr_imide,0.466497
GBR,RadiationDose_MGy,18,TanDeltaDielectric,0.464018
GBR,RadiationDose_MGy,19,ElectronicPolarizability,0.427583
GBR,RadiationDose_MGy,20,fr_ether,0.425147
GBR,RadiationDose_MGy,21,LabuteASA,0.396044
GBR,RadiationDose_MGy,22,fr_C_O,0.388548
GBR,RadiationDose_MGy,23,ThermalExpansionCoeff,0.382094
GBR,RadiationDose_MGy,24,PolyDisersityIndex,0.367453
GBR,RadiationDose_MGy,25,SlogP_VSA2,0.332205
GBR,RadiationDose_MGy,26,MolWt,0.309816
GBR,RadiationDose_MGy,27,GlassyModulus,0.286346
GBR,RadiationDose_MGy,28,ChainFlexibilityParam,0.281837
GBR,RadiationDose_MGy,29,CrosslinkingDensity,0.250159
GBR,RadiationDose_MGy,30,NumHeavyAtoms,0.231423
GBR,RadiationDose_MGy,31,DipoleMomentRepeat,0.216741
GBR,RadiationDose_MGy,32,NumRings,0.181763
GBR,RadiationDose_MGy,33,PersistenceLength,0.172334
GBR,RadiationDose_MGy,34,SpheruliteRadius_um,0.160846
GBR,RadiationDose_MGy,35,OrientationalPolarizability,0.155588
GBR,RadiationDose_MGy,36,PEOE_VSA2,0.144577
GBR,RadiationDose_MGy,37,polyBERT_dim_09,0.119752
GBR,RadiationDose_MGy,38,Kappa1,0.11815
GBR,RadiationDose_MGy,39,SMR_VSA1,0.103081
GBR,RadiationDose_MGy,40,TieChainsPerArea,0.088856
GBR,RadiationDose_MGy,41,IonicPolarizability,0.060769
GBR,RadiationDose_MGy,42,NumberAverageDPn,0.044382
GBR,RadiationDose_MGy,43,NumAliphaticRings,0.03534
GBR,RadiationDose_MGy,44,TPSA,0.032247
GBR,RadiationDose_MGy,45,polyBERT_dim_08,0.025644
GBR,RadiationDose_MGy,46,polyBERT_dim_10,0.023638
GBR,RadiationDose_MGy,47,polyBERT_dim_20,0.023098
GBR,RadiationDose_MGy,48,HeatCapacity_Cp,0.021413
GBR,RadiationDose_MGy,49,ChainRigidityIndex,0.018944
GBR,RadiationDose_MGy,50,polyBERT_dim_01,0.018441
GBR,RadiationDose_MGy,51,polyBERT_dim_27,0.017524
GBR,RadiationDose_MGy,52,ViscosityAverageMolWt,0.017317
GBR,RadiationDose_MGy,53,polyBERT_dim_02,0.016135
GBR,RadiationDose_MGy,54,DielectricPolarizability,0.015068
GBR,RadiationDose_MGy,55,polyBERT_dim_04,0.014001
GBR,RadiationDose_MGy,56,SegmentalMobility,0.013316
GBR,RadiationDose_MGy,57,polyBERT_dim_11,0.012199
GBR,RadiationDose_MGy,58,Mw_kDa,0.010901
GBR,RadiationDose_MGy,59,polyBERT_dim_19,0.010678
GBR,RadiationDose_MGy,60,polyBERT_dim_07,0.009482
GBR,RadiationDose_MGy,61,CrystallinePhaseContent,0.00941
GBR,RadiationDose_MGy,62,polyBERT_dim_33,0.008317
GBR,RadiationDose_MGy,63,polyBERT_dim_18,0.008251
GBR,RadiationDose_MGy,64,ZAverageMolWt,0.008247
GBR,RadiationDose_MGy,65,MicrostructureOrder,0.007751
GBR,RadiationDose_MGy,66,CurieWeissConstant,0.007673
GBR,RadiationDose_MGy,67,polyBERT_dim_14,0.007529
GBR,RadiationDose_MGy,68,polyBERT_dim_15,0.007517
GBR,RadiationDose_MGy,69,polyBERT_dim_22,0.007367
GBR,RadiationDose_MGy,70,polyBERT_dim_03,0.007331
GBR,RadiationDose_MGy,71,polyBERT_dim_39,0.007326
GBR,RadiationDose_MGy,72,polyBERT_dim_32,0.007214
GBR,RadiationDose_MGy,73,polyBERT_dim_23,0.007197
GBR,RadiationDose_MGy,74,polyBERT_dim_28,0.007145
GBR,RadiationDose_MGy,75,polyBERT_dim_12,0.007017
GBR,RadiationDose_MGy,76,InterfacialThickness_nm,0.006895
GBR,RadiationDose_MGy,77,polyBERT_dim_29,0.006746
GBR,RadiationDose_MGy,78,polyBERT_dim_24,0.006633
GBR,RadiationDose_MGy,79,CrystalThickness_nm,0.006286
GBR,RadiationDose_MGy,80,Mn_kDa,0.005983
GBR,RadiationDose_MGy,81,polyBERT_dim_34,0.005789
GBR,RadiationDose_MGy,82,polyBERT_dim_16,0.005747
GBR,RadiationDose_MGy,83,ContourLengthPerUnit,0.005709
GBR,RadiationDose_MGy,84,ElongationBreak_pct,0.005677
GBR,RadiationDose_MGy,85,FractionCSP3,0.005113
GBR,RadiationDose_MGy,86,AmorphousPhaseContent,0.005076
GBR,RadiationDose_MGy,87,polyBERT_dim_06,0.005021
GBR,RadiationDose_MGy,88,CharacteristicRatio,0.004807
GBR,RadiationDose_MGy,89,polyBERT_dim_36,0.004762
GBR,RadiationDose_MGy,90,polyBERT_dim_40,0.004483
GBR,RadiationDose_MGy,91,polyBERT_dim_17,0.004456
GBR,RadiationDose_MGy,92,polyBERT_dim_38,0.004183
GBR,RadiationDose_MGy,93,polyBERT_dim_37,0.003985
GBR,RadiationDose_MGy,94,polyBERT_dim_30,0.003764
GBR,RadiationDose_MGy,95,polyBERT_dim_31,0.003703
