Polymer,SMILES,pred_Tg_degC,pred_Dk_1GHz,pred_Rad_MGy,loss,desirability_score,meets_Tg,meets_Dk,meets_Rad,rank
CyanateEster,CCC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)c(-c2ccncc2-c2ccncc2)c1,585.1864774899743,1.9129474325343592,30.721276872313684,0.0,0.9070323935031797,True,True,True,1
CyanateEster,CCC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)c(-c2ccncc2-c2ccccc2)c1,581.4156921769847,1.9114359661543698,30.721276872313684,0.0,0.9070182711626698,True,True,True,2
CyanateEster,CCC(C)(c1ccc(OC#N)cc1)c1cc(-c2ccncc2)c(OC#N)cc1-c1ccccc1,581.4156921769847,1.9114359661543698,30.721276872313684,0.0,0.9070182711626698,True,True,True,3
CyanateEster,CCC(C)(c1ccc(OC#N)cc1)c1c(Br)cc(OC#N)cc1-c1cccc(-c2ccccc2)c1,559.6631265822847,1.8954022753079163,30.707101234824012,0.0,0.9067705850033864,True,True,True,4
FluorinatedPolyimide,O=C1OC(=O)c2c1cc(Cl)c(C(F)(F)F)c2-c1cc(C(F)(F)F)cc(-c2ccccc2)c1-c1ccncc1,509.3848729619687,1.8916441943790048,30.563973873792463,0.0,0.9048196029491992,True,True,True,1
FluorinatedPolyimide,O=C1OC(=O)c2c1cc(Cl)c(C(F)(F)F)c2-c1cc(-c2ccccc2-c2ccccc2)cc(C(F)(F)F)c1,475.6668386215835,1.5782467867598948,30.56981196569496,0.0,0.9040915467918255,True,True,True,2
FluorinatedPolyimide,O=C1OC(=O)c2c1cc(Cl)c(C(F)(F)F)c2-c1cc(C(F)(F)F)cc(-c2cccc(Br)c2)c1-c1ccccc1,475.62474224954394,1.8886276276881981,30.568062542033033,0.0,0.9040727048074071,True,True,True,3
Polybenzoxazole,CCc1cccc2nc(-c3ccc4oc(-c5cc(C(F)(F)F)ccc5Cl)nc4c3)oc12,721.7496288780413,2.189416100634442,32.283470793246664,0.0,0.9038813438190116,True,True,True,18
Polybenzoxazole,CCc1ccccc1-c1nc2cc(-c3nc4ccc(N)c(CC)c4o3)ccc2o1,721.6128185189319,2.2007696508778403,32.293281389331476,0.0,0.9028440625509123,True,True,True,19
FluorinatedPolyimide,O=C1OC(=O)c2c1cc(Cl)c(C(F)(F)F)c2-c1cc(C(F)(F)F)cc(-c2cccc(-c3ccccc3)c2)c1C(F)(F)F,475.36300727102304,1.8617539015740185,30.43765356235913,0.0,0.9027602100612818,True,True,True,4
Polybenzoxazole,CCc1c(N)c(OC(F)(F)F)cc2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc12,721.6687307605962,2.1969702896332515,32.23847799067939,0.0,0.9026759778610147,True,True,True,20
Polybenzoxazole,CCc1c(Cl)cccc1-c1nc2cc(-c3nc4c(C(F)(F)F)c(Br)ccc4o3)ccc2o1,721.7496288780413,2.2059510034369025,32.283470793246664,0.0,0.9022278535387656,True,True,True,21
Polybenzoxazole,CCc1c(N)c(OC(F)(F)F)cc2nc(-c3ccc4oc(-c5ccccc5OC(F)(F)F)nc4c3)oc12,721.6076278525193,2.205680935195343,32.25396089112493,0.0,0.9019597279134989,True,True,True,22
Polybenzoxazole,COc1c(C(F)(F)F)cc(Br)c2nc(-c3ccc4oc(-c5ccc(OC(F)(F)F)cc5)nc4c3)oc12,721.8055411197056,2.2088060827517477,32.24927398772908,0.0,0.9016003906882791,True,True,True,23
FluorinatedPolyimide,NS(=O)(=O)c1c(C(F)(F)F)ccc(-c2ccccc2)c1-c1cc(C(F)(F)F)cc(-c2c3c(cc(Cl)c2C(F)(F)F)C(=O)OC3=O)c1C(F)(F)F,474.36946973900024,1.8691733103612667,30.306830275476003,0.0,0.9014196720647994,True,True,True,5
Polybenzoxazole,CCc1c(Cl)cccc1-c1nc2cc(-c3nc4cc(Br)ccc4o3)ccc2o1,721.6128185189319,2.2281834383433874,32.294321439379814,0.0,0.900113084304841,True,True,True,24
Polybenzoxazole,CCc1c(Cl)cccc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,721.6815349693173,2.231742800702777,32.29061135391805,0.0,0.8997200634008741,True,True,True,25
Polybenzoxazole,CCc1c(Cl)ccc(Cl)c1-c1nc2cc(-c3nc4cc(Br)ccc4o3)ccc2o1,721.6128185189319,2.235932263601691,32.294321439379814,0.0,0.8993382017790106,True,True,True,27
Polybenzoxazole,CCc1c(Cl)cccc1-c1nc2cc(-c3nc4cc(Br)c(Cl)cc4o3)ccc2o1,721.6128185189319,2.235932263601691,32.294321439379814,0.0,0.8993382017790106,True,True,True,26
Polybenzoxazole,COc1c(C(F)(F)F)cc(Br)c2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc12,721.7496288780413,2.2357188878805947,32.280573314404194,0.0,0.8992220903059717,True,True,True,28
Polybenzoxazole,CCc1c(N)ccc2nc(-c3ccc4oc(-c5cccc(Cl)c5)nc4c3)oc12,721.6128185189319,2.2388783039381788,32.30866057543681,0.0,0.8991869891059319,True,True,True,29
Polybenzoxazole,CCc1cc(-c2nc3c(F)cccc3o2)cc2nc(-c3ccccc3)oc12,721.7248933598557,2.2414757397691645,32.297171447727706,0.0,0.8988123806342317,True,True,True,30
Polybenzoxazole,CCc1cccc2nc(-c3ccc4oc(-c5cc(C#N)ccc5Cl)nc4c3)oc12,721.7496288780413,2.243739557492241,32.31856722920597,0.0,0.8987999624928248,True,True,True,31
Polybenzoxazole,Fc1c(OC(F)(F)F)cc2oc(-c3ccc4oc(-c5ccccc5C(F)(F)F)nc4c3)nc2c1F,721.7496288780413,2.2424211380288464,32.28165315066595,0.0,0.898562663653764,True,True,True,32
Polybenzoxazole,CCc1c(N)ccc2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc12,721.7248933598557,2.2490687067907063,32.30866057543681,0.0,0.8981679752091687,True,True,True,33
Polybenzoxazole,CCc1c(N)ccc2nc(-c3ccc4oc(-c5ccc(S(N)(=O)=O)cc5)nc4c3)oc12,721.6692151766534,2.2447579061136493,32.264041320649625,0.0,0.8981528496267346,True,True,True,34
Polybenzoxazole,CCc1cccc(-c2nc3cc(-c4nc5c(C#N)cc(F)cc5o4)ccc3o2)c1,721.7496288780413,2.258657958728921,32.327284971933864,0.0,0.8973952997964356,True,True,True,35
Polybenzoxazole,COc1cc(-c2nc3ccccc3o2)cc2nc(-c3cc(C#N)cc(Br)c3Cl)oc12,721.7496288780413,2.264908811045772,32.31931469925261,0.0,0.896690511837938,True,True,True,37
Polybenzoxazole,COc1c(C#N)cc(Cl)cc1-c1nc2cc(-c3nc4cccc(Br)c4o3)ccc2o1,721.7496288780413,2.264908811045772,32.31931469925261,0.0,0.896690511837938,True,True,True,36
Polybenzoxazole,Nc1ccc2oc(-c3ccc4oc(-c5cccc(Cl)c5C(F)(F)F)nc4c3)nc2c1,721.7496288780413,2.2630318983303894,32.30007983604484,0.0,0.8966858544773987,True,True,True,38
Polybenzoxazole,FC(F)(F)c1cc(Br)c2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc2c1,721.7496288780413,2.2630318983303894,32.298849979352,0.0,0.8966735559104703,True,True,True,39
Polybenzoxazole,FC(F)(F)c1ccc(Cl)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,721.7496288780413,2.2630318983303894,32.29513989389024,0.0,0.8966364550558527,True,True,True,40
Polybenzoxazole,FC(F)(F)c1ccc2nc(-c3ccc4oc(-c5cccc(Cl)c5)nc4c3)oc2c1,721.7496288780413,2.2630318983303894,32.29513989389024,0.0,0.8966364550558527,True,True,True,41
Polybenzoxazole,Fc1ccc(Br)c2oc(-c3ccc4oc(-c5ccccc5C(F)(F)F)nc4c3)nc12,721.7496288780413,2.2630904657514903,32.279343457711356,0.0,0.8964726339519536,True,True,True,42
Polybenzoxazole,N#Cc1ccc(F)c2nc(-c3ccc4oc(-c5ccccc5C(F)(F)F)nc4c3)oc12,721.7496288780413,2.267609576453329,32.30837916926103,0.0,0.8963110799972666,True,True,True,44
Polybenzoxazole,N#Cc1cccc(C(F)(F)F)c1-c1nc2cc(-c3nc4c(F)cccc4o3)ccc2o1,721.7496288780413,2.267609576453329,32.30837916926103,0.0,0.8963110799972666,True,True,True,43
Polybenzoxazole,Nc1cc(F)c2nc(-c3ccc4oc(-c5ccccc5C(F)(F)F)nc4c3)oc2c1Br,721.7496288780413,2.26664982811088,32.280573314404194,0.0,0.8961289962829432,True,True,True,45
Polybenzoxazole,Fc1cccc2oc(-c3ccc4oc(-c5cccc(Cl)c5C(F)(F)F)nc4c3)nc12,721.7496288780413,2.26664982811088,32.279343457711356,0.0,0.8961166977160148,True,True,True,46
Polybenzoxazole,Fc1cccc2oc(-c3cc4nc(-c5ccccc5)oc4cc3C(F)(F)F)nc12,721.7496288780413,2.267609576453329,32.275633372249594,0.0,0.8959836220271522,True,True,True,47
Polybenzoxazole,Fc1cccc2oc(-c3ccc4oc(-c5ccccc5C(F)(F)F)nc4c3)nc12,721.7496288780413,2.267609576453329,32.275633372249594,0.0,0.8959836220271522,True,True,True,48
Polybenzoxazole,Nc1ccc2nc(-c3ccc4oc(-c5ccc(Cl)cc5OC(F)(F)F)nc4c3)oc2c1,721.6687307605962,2.267368721147964,32.258844139431275,0.0,0.8958397961970622,True,True,True,49
Polybenzoxazole,Fc1ccc2oc(-c3ccc4oc(-c5ccccc5C(F)(F)F)nc4c3)nc2c1F,721.7496288780413,2.26664982811088,32.24903777595229,0.0,0.8958136408984241,True,True,True,50
Polybenzoxazole,Nc1cccc(-c2nc3c(C(F)(F)F)c(-c4nc5ccc(N)cc5o4)ccc3o2)c1,721.8619377774271,2.278872577370453,32.32277763578369,0.0,0.8953287909420666,True,True,True,51
Polybenzoxazole,Nc1ccc(-c2nc3cc(-c4nc5c(F)c(N)ccc5o4)ccc3o2)cc1C(F)(F)F,721.8619377774271,2.2789100479095183,32.298605485246895,0.0,0.8950833223827921,True,True,True,52
Polybenzoxazole,COc1cc(F)c(-c2nc3cc(-c4nc5ccc(N)c(N)c5o4)ccc3o2)cc1N,721.6640245102408,2.283338015599361,32.33417112615089,0.0,0.8949961355109577,True,True,True,53
Polybenzoxazole,COc1ccc(-c2nc3cc(-c4nc5c(F)cc(N)c(N)c5o4)ccc3o2)cc1N,721.6640245102408,2.283338015599361,32.33417112615089,0.0,0.8949961355109577,True,True,True,54
Polybenzoxazole,COc1cc(-c2nc3ccccc3o2)cc2nc(-c3cc(C#N)ccc3Cl)oc12,721.7496288780413,2.2842930466768263,32.33242397861677,0.0,0.8948831810684742,True,True,True,55
Polybenzoxazole,COc1c(C#N)cc(Cl)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,721.7496288780413,2.2842930466768263,32.33242397861677,0.0,0.8948831810684742,True,True,True,56
Polybenzoxazole,COc1ccc2nc(-c3ccc4oc(-c5cc(C#N)ccc5Cl)nc4c3)oc2c1,721.7496288780413,2.2842930466768263,32.33242397861677,0.0,0.8948831810684742,True,True,True,57
Polybenzoxazole,COc1ccc(-c2nc3cc(-c4nc5ccc(N)c(N)c5o4)ccc3o2)cc1N,721.6640245102408,2.282234717133701,32.302957598071494,0.0,0.8947943300767297,True,True,True,58
Polybenzoxazole,COc1cc(N)cc(-c2nc3cc(-c4nc5ccc(N)cc5o4)ccc3o2)c1F,721.7251274183177,2.283338015599361,32.30656592684484,0.0,0.8947200978974317,True,True,True,59
Polybenzoxazole,Nc1ccc(-c2nc3cc(-c4nc5c(F)cccc5o4)ccc3o2)c(OC(F)(F)F)c1,721.6687307605962,2.2806079437865323,32.276743340518955,0.0,0.8946948659440822,True,True,True,60
Polybenzoxazole,COc1cc(N)cc(-c2nc3cc(-c4nc5c(F)cc(N)cc5o4)ccc3o2)c1F,721.7251274183177,2.283338015599361,32.29355744317433,0.0,0.8945900130607266,True,True,True,61
Polybenzoxazole,COc1ccc(-c2nc3cc(-c4nc5ccc(N)cc5o4)ccc3o2)cc1N,721.7251274183177,2.2876795543680055,32.31405662370354,0.0,0.8943608509891543,True,True,True,62
Polybenzoxazole,COc1c(N)ccc2nc(-c3ccc4oc(-c5cccc(N)c5)nc4c3)oc12,721.7251274183177,2.2876795543680055,32.31405662370354,0.0,0.8943608509891543,True,True,True,63
Polybenzoxazole,NS(=O)(=O)c1cc2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc2c(OC(F)(F)F)c1F,721.6128185189319,2.2805474870073477,32.24239180122579,0.0,0.8943573830569048,True,True,True,65
Polybenzoxazole,NS(=O)(=O)c1cc2nc(-c3ccc4oc(-c5ccc(OC(F)(F)F)cc5)nc4c3)oc2cc1F,721.6128185189319,2.2805474870073477,32.24239180122579,0.0,0.8943573830569048,True,True,True,64
Polybenzoxazole,Fc1ccc2nc(-c3ccc4oc(-c5ccccc5-c5ccccc5)nc4c3)oc2c1,721.551715610855,2.2998548042086067,32.3213320528133,0.0,0.8932160394407859,True,True,True,66
Polybenzoxazole,Fc1cccc2oc(-c3ccc4oc(-c5ccc(Cl)c(Cl)c5Br)nc4c3)nc12,721.6128185189319,2.300138049950245,32.284180264418715,0.0,0.8928162113945444,True,True,True,67
Polybenzoxazole,N#Cc1c(-c2ccccc2)c(F)cc2oc(-c3ccc4oc(-c5ccccc5)nc4c3)nc12,721.3430313554402,2.3083566823722377,32.35192020090649,0.0,0.892671683751626,True,True,True,68
Polybenzoxazole,Clc1ccccc1-c1nc2cc(-c3nc4c(Br)cccc4o3)ccc2o1,721.6815349693173,2.3027099486975287,32.29443953543498,0.0,0.8926616304165682,True,True,True,70
Polybenzoxazole,Clc1cc2oc(-c3ccccc3)nc2cc1-c1nc2c(Br)cccc2o1,721.6815349693173,2.3027099486975287,32.29443953543498,0.0,0.8926616304165682,True,True,True,69
Polybenzoxazole,N#Cc1c(-c2ccccc2F)c(F)cc2oc(-c3ccc4oc(-c5ccccc5)nc4c3)nc12,721.3430313554402,2.306861713166199,32.334643854422225,0.0,0.8926484172073872,True,True,True,71
Polybenzoxazole,Fc1cccc2oc(-c3ccc4oc(-c5cc(Cl)ccc5Br)nc4c3)nc12,721.6815349693173,2.305299641442911,32.284180264418715,0.0,0.8923000684318674,True,True,True,73
Polybenzoxazole,Fc1cccc2oc(-c3ccc4oc(-c5cccc(Cl)c5Br)nc4c3)nc12,721.6815349693173,2.305299641442911,32.284180264418715,0.0,0.8923000684318674,True,True,True,72
Polybenzoxazole,Fc1cccc2oc(-c3cc(Cl)c4oc(-c5cccc(Cl)c5)nc4c3)nc12,721.6815349693173,2.305299641442911,32.28047017895695,0.0,0.8922629675772498,True,True,True,74
Polybenzoxazole,N#Cc1cc(Cl)cc(-c2nc3cc(-c4nc5cc(S(N)(=O)=O)ccc5o4)ccc3o2)c1,721.7496288780413,2.305842048611224,32.28481863639156,0.0,0.8922522274527824,True,True,True,75
Polybenzoxazole,Brc1cccc2oc(-c3ccc4oc(-c5ccccc5)nc4c3)nc12,721.6815349693173,2.3098454519329303,32.32189219114657,0.0,0.8922226066501439,True,True,True,76
Polybenzoxazole,Nc1cc2oc(-c3ccc4oc(-c5c(N)cccc5S(N)(=O)=O)nc4c3)nc2cc1Br,721.7251274183177,2.305842048611224,32.26828296679214,0.0,0.8920868649957184,True,True,True,77
Polybenzoxazole,Nc1cccc(-c2nc3cc(-c4nc5ccc(N)cc5o4)cc(S(N)(=O)=O)c3o2)c1,721.7251274183177,2.305842048611224,32.26828296679214,0.0,0.8920868649957184,True,True,True,78
Polybenzoxazole,Nc1ccccc1-c1nc2cc(-c3nc4c(S(N)(=O)=O)c(Br)c(N)cc4o3)ccc2o1,721.7251274183177,2.305842048611224,32.26828296679214,0.0,0.8920868649957184,True,True,True,79
Polybenzoxazole,Fc1c(Cl)cccc1-c1nc2cc(-c3nc4c(F)cccc4o3)ccc2o1,721.6815349693173,2.306203062261037,32.26319383247269,0.0,0.8919998620305944,True,True,True,80
Polybenzoxazole,Nc1ccc2nc(-c3ccc4oc(-c5ccc(Cl)cc5S(N)(=O)=O)nc4c3)oc2c1,721.6692151766534,2.305842048611224,32.258092617796486,0.0,0.8919849483484458,True,True,True,81
Polybenzoxazole,NS(=O)(=O)c1c(Cl)cccc1-c1nc2cc(-c3nc4c(Br)cccc4o3)ccc2o1,721.6128185189319,2.305842048611224,32.25686276110365,0.0,0.8919726364952957,True,True,True,84
Polybenzoxazole,NS(=O)(=O)c1c(Cl)cccc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,721.6128185189319,2.305842048611224,32.25686276110365,0.0,0.8919726364952957,True,True,True,82
Polybenzoxazole,NS(=O)(=O)c1c(Cl)ccc(Cl)c1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,721.6128185189319,2.305842048611224,32.25686276110365,0.0,0.8919726364952957,True,True,True,83
Polybenzoxazole,NS(=O)(=O)c1c(Cl)cccc1-c1nc2cc(-c3nc4ccc(Br)cc4o3)ccc2o1,721.6128185189319,2.305842048611224,32.25686276110365,0.0,0.8919726364952957,True,True,True,85
Polybenzoxazole,N#Cc1cc(-c2nc3cc(-c4nc5c(F)c(N)cc(F)c5o4)ccc3o2)ccc1N,721.8008348693502,2.3159073880890113,32.357491674592154,0.0,0.8919724359180503,True,True,True,86
Polybenzoxazole,N#Cc1cccc(-c2nc3cc(-c4nc5ccc(N)cc5o4)ccc3o2)c1N,721.8695513197356,2.319160858017807,32.38502729209269,0.0,0.8919224612260166,True,True,True,87
Polybenzoxazole,NS(=O)(=O)c1cccc(-c2nc3cc(-c4nc5ccc(F)cc5o4)ccc3o2)c1,721.6128185189319,2.305842048611224,32.24992984159694,0.0,0.8919033073002286,True,True,True,89
Polybenzoxazole,NS(=O)(=O)c1cc2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc2cc1F,721.6128185189319,2.305842048611224,32.24992984159694,0.0,0.8919033073002286,True,True,True,88
Polybenzoxazole,Clc1cccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,721.7248933598557,2.313716383192431,32.32189219114657,0.0,0.8918355237260938,True,True,True,91
Polybenzoxazole,Clc1ccccc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,721.7248933598557,2.313716383192431,32.32189219114657,0.0,0.8918355237260938,True,True,True,90
Polybenzoxazole,FC(F)(F)c1cc(Br)c2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc2c1-c1ccccc1,721.7496288780413,2.3119215667359914,32.29992981561376,0.0,0.8917953874325276,True,True,True,92
Polybenzoxazole,N#Cc1cc(Cl)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,721.8183453284267,2.3155399875931817,32.335504690087056,0.0,0.8917893102339045,True,True,True,94
Polybenzoxazole,N#Cc1ccc(Cl)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,721.8183453284267,2.3155399875931817,32.335504690087056,0.0,0.8917893102339045,True,True,True,93
Polybenzoxazole,Fc1cccc2oc(-c3ccc4oc(-c5cccc(Cl)c5)nc4c3)nc12,721.6815349693173,2.3135317884444775,32.3116329201303,0.0,0.8917513802888264,True,True,True,95
Polybenzoxazole,Fc1cc(Cl)c2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc2c1,721.6815349693173,2.3135317884444775,32.3116329201303,0.0,0.8917513802888264,True,True,True,96
Polybenzoxazole,N#Cc1cc(Cl)c(S(N)(=O)=O)c(-c2nc3cc(-c4nc5ccc(Br)cc5o4)ccc3o2)c1,721.7496288780413,2.3124604236186475,32.28481863639156,0.0,0.8915903899520401,True,True,True,97
Polybenzoxazole,Nc1ccc(-c2nc3cc(-c4nc5c(F)c(N)ccc5o4)ccc3o2)c(-c2ccccc2)c1C(F)(F)F,721.455340254826,2.316493924572319,32.320490345359076,0.0,0.8915436875627413,True,True,True,98
Polybenzoxazole,Nc1ccc2nc(-c3ccc4oc(-c5ccc(Cl)cc5)nc4c3)oc2c1,721.6815349693173,2.3176756309699416,32.323122047839405,0.0,0.8914518873133711,True,True,True,101
Polybenzoxazole,Nc1cccc2oc(-c3ccc4oc(-c5cccc(Cl)c5)nc4c3)nc12,721.6815349693173,2.3176756309699416,32.323122047839405,0.0,0.8914518873133711,True,True,True,100
Polybenzoxazole,Nc1ccc2oc(-c3ccc4oc(-c5cccc(Cl)c5)nc4c3)nc2c1,721.6815349693173,2.3176756309699416,32.323122047839405,0.0,0.8914518873133711,True,True,True,99
Polybenzoxazole,NS(=O)(=O)c1cc(Cl)c(Br)c(-c2nc3cc(-c4nc5c(F)cccc5o4)ccc3o2)c1,721.6128185189319,2.310975196570782,32.2536399270587,0.0,0.8914270933588905,True,True,True,102
