ExactMolWt,MolWt,HeavyAtomMolWt,LabuteASA,NumValenceElectrons,MolMR,TPSA,NumHeavyAtoms,SMR_VSA1,Kappa1,SlogP_VSA2,PEOE_VSA4,PEOE_VSA2,SlogP_VSA1,Kappa2,polyBERT_dim_24,polyBERT_dim_21,polyBERT_dim_28,polyBERT_dim_02,polyBERT_dim_03,polyBERT_dim_09,polyBERT_dim_35,polyBERT_dim_31,polyBERT_dim_06,polyBERT_dim_20,TieChainsPerArea,EntanglementMolWt,ZAverageMolWt,NumberAverageDPn,Mw_kDa,ViscosityAverageMolWt,Mn_kDa,ElongationBreak_pct,TensileStrength_MPa,CurieWeissConstant,CrystalThickness_nm,DielectricPolarizability,SpheruliteRadius_um,LamellaeThickness_nm,ElectronicPolarizability,morgan_fp_00,morgan_fp_01,morgan_fp_02,morgan_fp_03,morgan_fp_04,Tg_degC,Dk_1GHz
482.640017,462.722821,456.410662,210.386579,173.036911,138.669714,55.777654,36.875154,18.778041,22.989929,11.561261,0.000989,9.521411,9.525020,10.378662,0.885968,0.431624,0.623435,0.782750,0.613253,0.388382,-0.474501,0.507297,0.869931,0.631362,251246992362247.812500,8484.301047,144.621076,225.009237,95.817609,81.561496,50.683130,27.100858,237.418405,200.488241,27.687365,23.076418,7.592037,14.903909,19.754707,1,1,1,0,0,184.405951,3.076606
478.987932,476.782343,450.672495,215.900534,170.874328,140.393572,53.379483,36.320227,18.631018,22.615762,11.375752,-0.005224,9.629055,9.457051,10.429190,0.098164,1.138807,0.809668,0.385752,0.926232,0.711674,-0.395967,-0.182203,0.381308,0.366040,247851850156761.968750,8279.682285,112.811064,188.222478,82.758189,83.986314,43.194567,28.275376,220.806481,185.556606,23.044420,20.786151,8.624980,13.433992,18.759482,1,1,1,0,0,200.998304,3.116561
465.127445,464.430489,445.518576,208.651421,172.257936,136.026130,52.124897,35.953322,18.561949,22.916548,11.734563,0.015350,9.586330,9.513164,10.500816,0.430170,0.584968,0.005849,0.516492,0.265359,0.835820,0.278132,0.498136,0.840002,0.572192,225394110139373.312500,8377.587102,163.117150,233.006187,104.682839,95.165648,46.806798,31.607600,202.874232,147.712676,17.311974,25.679991,7.590171,16.000139,20.245730,1,1,1,0,0,205.103371,3.432824
458.979842,474.839612,449.899640,202.507253,177.947211,139.437248,52.072877,35.641889,19.141505,22.759639,11.672851,-0.000627,9.538706,9.105380,10.652375,0.904160,0.731668,0.907719,0.667796,0.916127,1.086850,0.152264,-0.229275,1.063552,0.699272,204754590780160.343750,7164.997696,125.090032,247.690427,83.410354,84.761144,42.628548,28.457312,192.129916,153.806384,21.593563,27.877888,7.542855,18.591311,17.299057,1,1,1,0,0,167.268064,3.040772
473.107345,470.931388,451.794084,215.450463,176.169083,142.781275,53.968970,33.774482,19.248239,23.307957,11.574514,0.006834,9.844439,9.370235,10.899769,0.212952,0.787076,-0.004159,0.667172,0.683490,1.231749,-0.119489,0.798538,1.113653,0.091323,184008671067636.593750,7952.789524,133.774913,167.351416,85.899519,77.766598,45.068727,28.761421,176.447255,162.474904,29.091113,21.443174,7.896606,13.433802,19.514381,1,1,1,0,0,178.592826,2.952116
459.363170,464.571936,446.394045,205.513983,178.112204,133.776188,56.252772,36.667522,19.109993,22.957634,11.503691,-0.010888,9.699307,9.697217,10.275977,0.658210,0.420480,0.291499,0.200431,0.677734,0.471627,-0.113510,-0.028768,1.288568,0.455563,188538232704044.562500,8688.381904,144.346394,263.100938,65.529765,82.048235,54.931337,29.964751,227.269981,181.029428,24.691635,30.396115,8.526156,14.515475,22.872820,1,1,1,0,0,225.394575,3.459176
468.347475,462.804987,434.530462,204.962926,176.646715,139.066690,53.328833,36.657623,18.569595,23.195454,11.735042,-0.017576,9.331854,9.335479,10.097885,0.977503,1.068769,1.129228,0.401007,1.006327,0.262838,0.524771,-0.048018,0.823872,0.555416,234705851216282.156250,8761.681517,152.287384,181.287038,103.535875,79.411631,43.550081,25.033998,192.424359,186.372876,22.462416,25.227610,8.402909,16.399053,20.273488,1,1,1,0,0,191.481220,3.294793
474.986732,492.755189,446.364815,210.923573,170.617153,138.809258,52.404713,37.610619,18.948108,23.401534,11.522881,-0.011697,9.985177,9.396732,10.891136,1.376370,0.239820,1.020995,0.506888,0.856931,0.444756,0.559150,0.373641,0.880324,0.003885,178707608183826.406250,8169.412123,129.415484,194.931793,119.505337,83.395992,46.359114,26.312853,215.540420,197.606927,23.476470,27.188830,7.158446,18.211089,19.086083,1,1,1,0,0,203.213771,3.225338
445.132972,476.043775,442.442301,214.162824,173.768327,135.715795,52.356711,37.397470,19.729602,23.317870,11.743112,0.002215,9.510030,9.750265,10.878422,1.018255,0.953823,-0.070705,1.317455,0.369765,0.316862,-0.100380,0.424864,1.009057,0.643603,240093407968908.281250,8265.306146,184.959602,167.625144,97.580458,90.076296,40.335092,34.887981,178.310902,182.352914,25.737922,16.457652,8.221503,16.423438,20.163665,1,1,1,0,0,171.845086,2.782438
482.642201,470.894505,454.844757,204.045585,173.636311,140.942108,51.233846,36.612352,19.241608,22.796046,11.588850,0.002092,9.662701,9.496803,10.304644,0.906361,0.834893,0.103549,0.607794,0.528348,1.483151,0.471705,-0.147048,0.148965,0.199527,199359658833707.718750,7490.652452,158.519795,221.759041,95.573046,78.269360,48.883901,42.475216,211.214584,174.869587,19.773393,26.661328,9.579587,16.392560,21.329933,1,1,1,0,0,195.013878,3.101129
474.315513,476.649773,454.138549,207.263241,176.239719,139.917459,52.013332,35.386381,19.219711,23.048495,11.422882,0.006904,9.396297,9.588880,10.628338,0.518736,0.408549,0.457533,0.270937,0.564984,0.506979,-0.014988,-0.022480,1.086532,0.376912,204157385118547.375000,8070.947319,185.971076,229.691257,95.007677,80.933101,45.138417,28.762180,204.764845,165.005653,23.091838,30.473468,4.929586,17.406598,18.906989,1,1,1,0,0,167.318226,3.555556
465.859620,477.204137,444.242791,208.379415,172.951675,140.360137,52.364711,35.691716,18.913983,23.066164,11.378672,-0.000121,9.542663,9.822721,10.523603,1.411524,0.777818,0.687517,0.383651,0.195533,1.243667,-0.101666,-0.057313,0.526344,0.562313,187347638952447.031250,7887.301809,133.024325,219.817292,77.779481,82.591353,56.433594,26.085313,193.749586,181.420934,27.358438,27.153015,8.844616,12.947406,19.135777,1,1,1,0,0,177.614251,3.383547
461.323183,465.030112,444.469344,210.593770,179.584823,134.674266,52.627667,37.031646,19.736061,22.480759,11.550954,0.004254,9.366303,9.671669,10.327314,0.973631,0.768421,0.268014,0.677156,1.032378,0.224450,0.403696,-0.045329,1.147817,0.209906,177787310832297.625000,8262.458595,145.352530,287.737165,97.003153,85.822101,54.452753,34.793296,182.287304,164.698498,19.878596,22.252613,8.252816,13.754907,19.518464,1,1,1,0,0,179.991910,2.884366
470.276578,472.272580,456.924381,215.300662,176.457404,136.762171,51.647981,35.918519,18.757861,22.804043,11.805690,0.006499,9.703966,9.452848,11.000998,0.622800,-0.074008,0.396984,0.793570,0.401736,0.857103,0.180811,-0.221009,0.844703,0.350758,254235406449107.062500,8371.988362,152.841027,187.796970,67.027982,93.664909,61.517659,25.916566,231.515501,167.640487,22.771899,30.717876,8.584070,15.422042,21.726382,1,1,1,0,0,202.995775,3.829807
466.315897,464.797327,452.458447,208.838479,172.853678,138.772486,53.374588,36.096617,19.020449,23.076399,11.512121,0.004983,9.444840,9.049485,10.520767,0.818864,0.582971,0.748186,0.448858,0.692880,0.997582,-0.066350,-0.055842,0.527551,0.603374,238201164693798.625000,8946.525374,148.163450,190.775819,89.186313,101.433381,43.295827,33.989829,204.515233,175.117414,17.858589,27.546621,8.126976,12.025734,20.489862,1,1,1,0,0,189.383065,3.195180
491.433620,481.934356,463.736318,210.755103,175.973538,144.034458,50.875345,36.239818,18.989475,22.716806,11.704864,0.000843,9.688314,9.360581,10.991339,0.678914,-0.107215,-0.099711,0.603441,0.076553,0.261260,-0.067722,-0.058125,0.781695,-0.066425,224742864373680.750000,8562.895551,119.462128,229.599519,87.776589,92.591372,43.728332,35.549203,212.072937,198.439259,27.601097,27.921957,7.454143,14.664028,18.261719,1,1,1,0,0,205.697284,3.436060
475.858656,460.348462,437.214037,212.839048,171.481578,136.319346,52.735605,35.151625,19.179727,23.084751,11.983833,0.011138,9.372060,9.150003,10.530808,0.926194,0.936954,0.443949,0.527338,0.618894,0.802297,0.124172,-0.183529,0.122593,1.098483,183955402926138.031250,7041.015646,174.429224,178.670085,94.366975,86.568626,52.954934,26.897952,188.983262,162.107999,18.726870,28.935763,8.004881,15.392549,19.933812,1,1,1,0,0,181.096525,3.261303
463.419566,468.281712,442.344030,211.803444,178.213046,139.362485,51.540152,35.049968,19.508583,22.855768,11.461942,-0.006826,9.764102,9.795908,10.831129,0.854372,0.724027,0.761863,0.836798,0.748861,0.717255,0.221981,0.644385,0.646975,0.248099,244546723270010.062500,8025.862026,121.289914,204.127590,107.214729,82.878625,48.195141,22.548754,201.879102,172.105314,22.906411,25.821210,9.528664,13.844662,21.238380,1,1,1,0,0,166.883563,3.072253
462.102177,464.466267,444.091189,206.253492,175.096035,140.299420,51.943839,36.360125,19.795674,22.733948,11.414295,-0.001180,9.197571,9.536737,10.301551,0.390886,0.286645,1.098901,0.613618,0.640284,0.377577,0.372965,0.030830,0.992480,0.870101,257224168310412.187500,8371.958870,118.332151,194.624107,90.683463,94.332712,43.157923,27.838763,203.937534,183.813800,22.667346,28.986752,7.589658,15.285663,19.084115,1,1,1,0,0,193.989622,3.331890
472.687469,460.200580,441.243685,212.321376,171.184725,134.929202,53.768320,36.841456,18.845944,23.411540,11.677764,0.005322,9.382256,9.480286,10.446670,0.896745,0.700482,0.630073,0.852238,0.783885,0.776899,-0.047557,0.184412,0.964376,-0.017379,242459785789028.250000,8687.784065,148.253544,245.102936,73.131484,112.962542,55.833345,34.998799,212.174494,161.638357,22.954269,18.576843,9.079203,17.255449,21.512052,1,1,1,0,0,180.100679,2.960190
448.773384,487.681157,454.421342,217.949108,178.233380,138.350800,53.890423,36.305931,18.775840,22.133773,11.180059,-0.014343,9.470043,9.271525,10.605980,0.465410,0.396099,0.928139,0.450149,0.386714,0.714808,-0.008101,0.038751,0.502174,0.549347,253240412469948.937500,8470.841070,115.980557,167.296936,70.831443,90.429853,50.801410,27.543170,136.028333,188.702104,18.899825,30.604617,7.660574,14.519701,20.296135,1,1,1,0,0,191.486571,3.414442
449.968739,471.960627,446.865632,212.742387,168.635539,138.936034,51.753601,37.247452,18.652842,22.606831,11.742436,0.010839,9.906011,8.928589,10.729979,0.939647,0.438672,0.546374,0.385456,1.184436,0.529671,0.123385,0.307798,0.773040,0.641762,170675416694183.125000,8180.346788,151.639241,216.574371,93.722904,85.899885,40.178299,31.550022,224.676625,197.846018,25.425167,20.093753,6.984609,14.443229,20.065318,1,1,1,0,0,168.970727,2.872271
461.821718,476.165854,466.984934,210.167043,175.328408,141.250437,51.809889,35.613216,19.067640,23.557398,11.188242,0.022992,9.631447,9.399933,10.543018,0.558486,-0.044856,0.500301,0.806479,0.255073,0.341388,-0.135030,0.003604,0.364485,0.507045,210115996481892.906250,7895.916089,166.393610,312.259027,102.453011,68.236360,47.216739,33.370087,258.773643,182.531859,22.275641,27.620159,9.970851,16.559908,21.461817,1,1,1,0,0,210.118154,3.315267
459.485566,461.942744,448.425753,211.367995,174.716003,139.815344,52.543722,35.999255,18.400265,22.307836,11.181231,0.007137,9.514413,9.585836,10.990273,0.612369,0.999739,1.006530,0.309688,0.786404,-0.001489,0.110151,-0.491309,1.062154,0.625808,202297252548110.062500,8919.044203,103.892764,249.698091,104.193363,94.529116,46.922874,27.441365,188.577132,149.437952,21.203982,27.280614,8.023549,17.692637,21.855111,1,1,1,0,0,214.856557,3.317607
458.667976,448.755879,466.045907,204.868217,183.333279,136.610718,51.439603,35.453360,18.805321,23.367395,11.332333,0.005687,9.523147,9.825426,10.481259,0.639203,0.716029,0.591961,0.553741,0.387368,1.031548,0.431198,-0.216556,1.340449,0.697978,210739652219384.906250,8040.679946,143.462965,289.536837,92.137655,88.017369,47.894987,34.704586,218.540887,179.016207,16.274602,30.139433,8.900822,15.927937,20.408888,1,1,1,0,0,184.584001,3.483759
456.656158,467.747925,456.456039,209.546382,180.903455,143.268507,49.376724,35.038012,18.515729,22.750469,11.579723,0.007071,9.675244,9.633313,10.458339,0.684303,0.665560,0.202254,0.977606,0.801282,0.353525,0.191935,0.328182,0.659307,0.593150,197380623850526.656250,8866.034768,143.578209,219.222734,78.484152,90.985943,61.959407,24.989351,241.456322,165.130068,20.647525,26.212241,8.024436,19.547634,18.115417,1,1,1,0,0,207.072671,3.313535
480.906782,471.821480,432.771785,215.664010,175.600926,143.475141,51.153147,34.895015,19.117964,22.662564,11.683981,-0.023279,9.351653,9.462729,10.646332,0.685550,0.398256,0.310901,0.371336,0.937669,0.945677,-0.001716,0.335418,1.208334,-0.024252,220237354635735.437500,6546.571762,171.480394,252.770181,99.985507,78.657657,66.341838,31.154113,229.370943,172.187035,16.214253,22.588636,10.420043,17.773991,22.243445,1,1,1,0,0,198.394238,3.118666
468.470025,491.550769,424.453677,200.390315,170.249068,141.115871,51.426071,36.185491,18.955904,23.156250,12.072572,0.014656,9.588250,9.361878,10.143289,0.770646,0.579352,0.341599,0.185561,1.037815,1.189979,0.287853,0.295681,0.499905,0.565491,189322007646490.343750,8152.617793,142.947675,196.517243,105.198288,110.704130,36.788272,27.167224,183.214944,173.833800,23.557296,35.741908,8.778399,13.089298,19.263979,1,1,1,0,0,198.766572,3.751717
459.255634,465.346698,452.520947,206.923224,182.996532,143.317518,53.900137,35.255706,18.535069,22.723054,11.752569,-0.022965,9.454646,9.535787,10.218404,0.529179,0.658883,0.915455,0.837965,0.284011,0.723136,0.589557,0.172212,0.427088,0.152424,240854019720891.843750,9884.362417,174.044953,155.398636,112.440451,105.957163,44.174589,24.555572,217.339983,173.532907,27.787558,20.921766,7.799083,14.197588,20.168560,1,1,1,0,0,178.545053,3.072900
477.369022,453.365094,458.585361,213.276888,175.316936,140.561013,50.136898,36.102823,18.468103,23.023038,11.651809,0.013908,9.622752,9.448830,10.742047,0.497222,0.759977,0.295232,0.592558,1.041026,1.168498,-0.282359,0.327886,0.706487,0.742716,199449876508252.812500,8067.473212,144.099158,198.270633,117.234175,95.923545,44.546209,31.582085,235.865256,192.942323,21.320471,25.920010,9.893694,19.062862,21.663690,1,1,1,0,0,180.453152,3.016778
471.199318,453.183769,441.833402,213.146734,179.427538,135.638045,52.842794,35.067300,19.027118,22.814898,10.846774,-0.000993,9.840048,9.334928,10.603534,0.754027,1.060085,0.208761,0.409856,0.317227,1.202229,0.375085,0.149444,1.465142,0.822739,258977349663188.406250,7893.304323,138.715757,177.599349,91.033132,91.275141,55.104398,31.209351,213.865957,178.470210,18.978475,22.574887,8.008187,8.627969,20.546276,1,1,1,0,0,196.079989,3.061643
474.881441,480.115458,458.019254,206.290062,172.995851,136.824609,54.346533,37.064445,18.570305,22.676339,11.976180,0.012101,9.853670,9.454591,10.479579,0.435072,0.669234,0.824821,0.644947,0.597291,0.677013,-0.194630,-0.228523,1.100254,0.149061,202650713669704.312500,7782.754734,121.660690,195.583813,51.480337,88.573244,60.110126,28.381949,188.445752,164.178060,23.831154,26.741075,10.657674,15.215191,18.784133,1,1,1,0,0,194.055305,3.410486
478.299634,480.025193,447.242452,202.864437,169.090408,138.891082,52.958175,36.809301,18.976768,22.848141,11.547838,0.003120,9.759161,9.445914,10.553983,1.340628,0.708533,0.799615,0.902402,1.067239,0.404569,0.297440,0.264546,0.836044,0.188734,185004465387506.750000,7900.871054,118.322245,186.658424,91.340969,61.998966,43.178011,29.595867,181.914332,184.497604,22.208295,30.853851,9.231916,16.099219,19.842700,1,1,1,0,0,200.405740,3.711246
460.101134,473.644033,440.032145,203.065641,174.456705,135.266792,52.699087,35.244261,18.946153,23.630776,11.808237,0.009760,9.644158,9.310792,10.698868,0.711940,0.537710,0.459046,0.090577,0.816156,0.673534,0.425504,0.311070,0.816860,0.438425,247622157177889.812500,8525.499810,147.901807,234.665553,104.801819,94.734785,54.589750,35.216172,222.368295,186.596154,19.706683,21.655130,9.062769,13.475485,19.874871,1,1,1,0,0,177.826877,2.993598
465.258746,484.214712,447.885820,221.073925,170.247458,141.613457,52.582098,36.415249,19.501673,23.617315,11.423083,0.009680,9.475654,9.360275,10.865376,0.727986,0.395213,0.314648,0.770935,0.692600,1.190880,0.101818,0.537844,0.575737,0.070367,182755861907600.968750,8489.971055,135.929210,208.379972,100.761376,102.186653,40.406763,28.883040,219.752965,188.797352,27.145816,35.248334,6.446742,15.619437,19.461543,1,1,1,0,0,162.186898,3.554928
477.021123,468.225228,452.238534,211.227104,175.220250,137.033875,52.008193,35.314253,19.357141,22.817582,11.284365,-0.005501,9.914649,9.628430,10.804747,0.998341,0.073324,0.640382,0.468831,0.938124,0.946569,0.153187,-0.139780,0.297074,0.452329,166264245135817.062500,7809.547151,146.542425,202.606000,101.309323,88.862714,37.853260,32.407454,220.082471,197.513465,23.770336,31.201151,9.735225,12.565975,20.075485,1,1,1,0,0,187.939017,3.483104
464.541316,475.866538,448.314074,214.446260,167.884464,139.492945,51.484451,37.272742,19.341311,22.760154,11.617522,0.001589,9.717919,9.587944,10.530541,1.138851,0.643439,0.770371,0.202046,0.386424,0.781733,-0.512558,-0.163707,0.826876,0.362529,225005501164083.093750,8602.477872,170.312079,190.720966,87.324036,103.500626,46.203365,26.239164,216.134734,181.538530,24.127888,28.020380,8.617969,12.218521,16.859326,1,1,1,0,0,191.977785,3.422529
461.287345,464.792173,446.943078,208.607948,175.251023,136.965764,50.563936,37.059775,19.669601,22.876664,11.312483,0.013938,9.478250,9.136823,10.646741,0.625810,0.601540,0.493056,0.397703,0.504201,0.467739,0.465228,-0.116033,0.248005,0.614107,215861938482674.343750,7898.732287,143.136600,209.961160,74.149501,76.974721,45.147743,29.857908,194.535381,180.689426,20.314487,20.235245,5.773148,14.209030,22.575200,1,1,1,0,0,208.885412,3.142049
482.643106,458.944221,456.793170,209.320786,172.681525,139.326721,52.776904,36.281720,18.772974,22.696812,11.242976,-0.007153,9.771483,9.615480,10.935871,0.204478,0.861649,0.803016,0.488333,0.443178,0.986878,0.383194,0.420695,0.521684,0.393546,227129772246819.343750,8801.214440,159.371626,269.590004,87.348972,97.430917,47.359221,34.094629,220.680536,183.866685,18.351126,29.103690,8.704030,17.242086,19.709076,1,1,1,0,0,166.872835,3.504997
468.900898,456.021256,457.408385,210.095128,170.340347,142.324666,51.430901,36.268016,19.178609,22.993871,11.685546,0.010464,9.433308,9.537229,10.150216,0.725878,0.895037,0.387236,0.456161,0.904727,0.613106,0.398157,-0.034015,1.080911,0.982536,234825872522724.593750,7247.958173,134.357916,259.172701,92.688412,91.928065,47.484930,23.273973,194.037611,182.569315,19.730891,21.898565,9.907253,17.735663,19.121524,1,1,1,0,0,200.595354,3.094636
487.667199,459.902315,454.857181,211.405073,177.638053,141.665477,51.142790,36.293490,18.672593,22.738956,11.245459,-0.002884,9.504819,9.534756,10.316756,0.614427,0.279798,0.947328,0.553730,0.629218,0.944355,0.357669,0.264808,0.403252,0.817879,173292417685958.187500,7361.778824,128.967176,218.408407,98.322955,91.804088,53.649915,27.940453,230.140088,189.835896,18.045818,21.742056,8.270778,13.703621,19.091602,1,1,1,0,0,174.638953,2.902317
481.326605,481.241182,459.677285,214.822006,177.305734,137.634982,51.516178,35.267573,19.044801,23.518134,11.725267,-0.008365,9.823448,9.788016,10.343069,0.590767,0.605424,0.509668,0.696763,0.810674,1.330950,0.313583,0.166534,0.338956,0.817212,216128083464200.375000,6763.773254,116.258168,273.950957,92.206255,95.917454,52.308086,32.134140,212.610608,179.883444,21.161473,22.883572,7.575120,16.164289,17.890634,1,1,1,0,0,186.187797,3.210786
462.536725,485.080671,428.387811,208.704654,174.694282,140.528380,52.679433,37.521597,18.965617,22.341544,11.638845,0.000267,9.713610,9.541342,10.504235,0.599517,0.445445,0.751611,0.815179,0.609000,0.647679,0.311736,0.210852,0.612194,-0.033289,197017003683968.906250,7910.281291,134.187858,224.728582,79.404467,65.279970,52.398773,32.579570,175.095116,179.122503,17.252040,26.398973,7.968129,15.836731,19.672573,1,1,1,0,0,198.258512,3.496576
462.283798,476.288488,443.677432,211.292969,170.662353,134.092908,52.281886,36.046978,18.905296,22.721376,11.598404,0.002976,9.611010,9.482153,10.454276,1.166837,0.742329,0.700491,0.369177,0.676791,0.477877,0.318459,0.551131,0.480587,0.159497,218891376077814.343750,8667.167756,158.210757,210.368556,108.279833,93.747081,48.503113,31.664717,189.426524,170.603023,20.382669,32.403810,9.148177,16.482080,19.875364,1,1,1,0,0,154.312238,3.332668
473.943570,467.246156,446.677034,204.617847,165.855644,137.907029,51.714776,36.384673,18.449672,22.273150,11.436940,0.006615,9.525091,9.441030,10.300278,0.368170,0.656590,0.527109,0.809997,0.770215,0.988442,0.323476,0.504302,0.918425,0.642127,166835755166554.437500,9313.121509,123.741294,218.024717,91.504318,63.604500,50.162277,23.275988,179.508573,189.396261,15.383675,27.050926,9.026407,14.448830,23.025559,1,1,1,0,0,220.125588,3.518638
470.206505,461.292502,452.251657,210.639428,177.340372,138.767841,53.127139,35.175440,18.736944,22.528796,11.506736,0.005882,9.673702,9.503857,10.524483,0.888503,0.568813,0.766538,0.620391,0.699123,0.718134,0.014028,-0.039986,0.791715,0.614470,206738098753837.000000,7391.664804,146.037704,193.584804,75.042172,78.589806,42.764580,28.739624,186.496070,188.896713,24.672612,20.608976,7.842525,20.060551,18.972714,1,1,1,0,0,214.240072,3.032179
469.151122,484.925746,452.846346,213.179107,177.814694,140.406203,51.776245,35.245048,18.730564,23.344942,11.662198,-0.003964,9.605061,9.405428,10.959970,0.574855,0.383549,0.738707,0.343435,1.271652,1.171535,0.216939,-0.032886,0.526291,0.326907,222337636452842.343750,7537.487110,140.692296,252.701664,74.664683,75.853386,61.191100,33.000615,188.259074,175.039071,22.636631,25.207750,11.328924,14.239214,19.105229,1,1,1,0,0,204.247256,3.448399
