ExactMolWt,MolWt,HeavyAtomMolWt,LabuteASA,NumValenceElectrons,MolMR,TPSA,NumHeavyAtoms,SMR_VSA1,Kappa1,SlogP_VSA2,PEOE_VSA4,PEOE_VSA2,SlogP_VSA1,Kappa2,polyBERT_dim_24,polyBERT_dim_21,polyBERT_dim_28,polyBERT_dim_02,polyBERT_dim_03,polyBERT_dim_09,polyBERT_dim_35,polyBERT_dim_31,polyBERT_dim_06,polyBERT_dim_20,TieChainsPerArea,EntanglementMolWt,ZAverageMolWt,NumberAverageDPn,Mw_kDa,ViscosityAverageMolWt,Mn_kDa,ElongationBreak_pct,TensileStrength_MPa,CurieWeissConstant,CrystalThickness_nm,DielectricPolarizability,SpheruliteRadius_um,LamellaeThickness_nm,ElectronicPolarizability,morgan_fp_00,morgan_fp_01,morgan_fp_02,morgan_fp_03,morgan_fp_04,Tg_degC,Dk_1GHz
138.847994,140.569430,136.711005,40.758508,51.284963,12.102526,0.000334,8.021480,26.525124,7.497292,12.373057,25.729291,0.004313,0.000305,1.535778,-0.009148,-0.099779,0.250487,-0.657662,-0.305739,-0.381058,0.330369,0.260432,-0.523103,-0.743141,262884318128021.281250,10756.159384,8902.049294,6071.068697,3627.450741,3319.456946,500.701095,271.957945,29.167260,-5.321011,28.497027,14.153245,30.785255,23.070653,12.796893,0,0,0,0,0,-71.941652,2.280621
135.631229,141.881787,140.291124,40.190340,49.705558,11.947130,0.005383,8.063184,26.222874,7.651463,12.175184,26.631453,-0.018199,0.005409,1.550243,-0.114897,0.419499,0.175686,-0.383182,-0.461700,-0.372573,0.356299,0.796633,-0.507050,-0.573624,327571496969378.375000,13318.442429,7934.770435,5616.957658,3544.118614,2733.105969,579.582592,305.106791,30.709146,2.001931,26.225081,13.352624,30.863272,28.502202,12.649494,0,0,0,0,0,-96.005042,2.004280
139.356967,139.332401,139.248034,39.929408,49.766007,12.103157,0.013458,7.923141,25.694455,7.641772,12.155922,25.860859,-0.012514,-0.010316,1.564146,0.309309,0.238641,0.221442,-0.663527,-0.245489,-0.610041,0.535439,0.449167,-0.795460,-0.448365,316905614934128.000000,13135.202505,9184.086135,5325.571437,3518.726486,3346.283182,433.729525,288.783203,32.555322,-8.140240,38.077586,13.405436,32.031486,23.282228,12.268665,0,0,0,0,0,-94.811087,2.189580
138.008773,138.808348,136.853254,40.254988,49.269996,11.974861,0.009851,8.282189,26.402874,7.578772,12.672996,25.770081,0.007916,0.003140,1.589989,0.325996,0.057151,0.091354,-0.477834,-0.591792,-0.611580,0.533123,0.316846,-0.310551,-0.667593,398869819444356.000000,12262.794368,10258.297007,5165.434705,2598.256844,2788.586224,433.059336,316.614847,28.574390,4.665556,30.171586,12.075125,27.783564,18.391332,12.406785,0,0,0,0,0,-110.686106,1.898256
132.516432,139.434183,138.080837,39.509464,48.482572,12.179949,0.018030,7.794930,25.439869,7.669417,12.592528,26.617812,0.001891,0.005038,1.500101,-0.037827,-0.001482,0.076353,-0.618531,-0.382861,-0.613968,0.316533,0.139559,-0.796467,-0.506647,381195177569972.250000,13336.193560,7924.437838,6271.724194,3447.319392,2375.580111,442.409911,344.637573,27.566262,9.517618,27.355735,13.153314,19.501225,25.684394,13.095753,0,0,0,0,0,-89.607743,1.956999
137.111657,137.336043,142.101959,40.575488,48.355292,12.130471,0.001746,7.876620,26.653868,7.581612,12.168406,27.068609,-0.007206,-0.002824,1.520242,0.244349,0.358745,0.013301,-0.527596,-1.040995,-0.485505,0.288734,0.105207,-0.707809,-0.790646,331498713646264.250000,11651.778439,7366.073256,5101.403901,2853.488841,2596.249467,601.337384,265.422689,41.848169,-1.005349,32.049222,10.914191,39.181404,21.148561,13.480733,0,0,0,0,0,-76.135053,1.979243
142.014404,135.309936,138.525128,38.798626,49.021568,11.925496,0.003073,7.904215,27.009527,7.569339,12.452033,26.225902,0.004549,-0.002590,1.585833,0.491999,0.279177,0.094310,-0.378869,-0.324739,-0.037943,0.357365,0.157426,-0.900569,-0.473605,331493196733773.250000,10554.387607,7770.804376,5034.946792,2899.335799,2704.457885,487.765955,236.970191,26.492116,5.093694,32.689631,12.693823,29.795360,19.740763,14.788240,0,0,0,0,0,-96.783147,1.943492
138.025012,136.251519,139.744774,39.662137,50.212256,12.278998,-0.007309,8.139566,26.438906,7.169642,12.441165,27.509267,-0.010249,0.010933,1.545806,0.120582,-0.091756,0.243779,-0.690667,-0.798144,-0.624964,0.361968,0.491636,-0.749960,-0.619733,382517746950175.062500,12556.142257,9161.849485,5045.048640,3404.020854,2721.541399,445.953658,353.730939,41.825626,-4.019139,30.160250,10.548277,26.369688,21.227227,11.481623,0,0,0,0,0,-108.552212,1.702563
137.710390,141.191232,148.765089,39.644379,50.445708,11.977988,0.006845,7.894605,27.665213,7.371988,12.380142,27.046480,-0.002935,-0.005793,1.557223,0.215688,0.369372,-0.207250,-0.062386,-0.620809,-0.567949,0.304939,0.218299,-0.877740,-0.602079,360427820127676.000000,13972.393526,7448.253197,5082.682119,3370.754391,3199.473066,509.474081,338.426019,38.517656,1.245280,31.724985,11.123446,14.841631,26.530843,12.546419,0,0,0,0,0,-74.982519,1.968432
140.399445,136.909584,136.430382,40.104516,48.407082,12.274782,0.018246,8.006446,27.145434,7.562799,12.441073,25.891588,-0.000892,0.019087,1.543832,-0.108058,0.162524,-0.191394,-0.479086,-0.412266,-0.610039,0.354682,0.290952,-0.580319,-0.322524,317138438613781.500000,12581.231070,7550.243866,5422.894914,3178.160904,2555.993627,464.223969,277.467668,33.847001,0.152397,34.999458,11.353128,29.130297,25.241152,12.237018,0,0,0,0,0,-90.293293,2.153735
140.568247,132.830032,134.850078,40.318856,49.170786,12.324537,-0.012827,7.929405,25.669116,7.715626,12.448009,25.569926,-0.002038,-0.017894,1.526776,0.380013,0.314771,0.058418,-0.399232,-0.512706,-0.673970,0.082807,0.102394,-0.956793,-0.641366,320788224044956.437500,11241.536505,10188.257292,4021.263782,3565.610735,2983.768409,480.102051,336.454777,37.846035,-5.446977,33.104976,12.227186,29.304335,25.225825,11.609911,0,0,0,0,0,-77.006695,2.073493
137.175563,133.498355,134.712057,39.542220,49.289813,12.087938,-0.007929,8.189297,26.021926,7.331070,12.597485,26.532450,-0.020028,-0.000007,1.498179,0.059297,0.223743,0.054154,-0.707436,-0.386974,-0.460367,0.287934,0.539970,-0.427354,-0.793976,258343970631788.312500,11335.052676,10310.241489,5102.163448,3501.306147,3232.138140,441.693215,367.031858,32.003677,-4.059207,33.809029,14.030368,26.172478,25.603630,11.952740,0,0,0,0,0,-101.170135,1.999037
142.844739,137.194036,139.216274,40.120277,51.095356,11.994255,0.000690,7.695418,26.683522,7.594718,12.430466,26.177427,-0.005667,0.014816,1.448631,0.342911,0.207489,0.075402,-0.589479,-0.363907,-0.453618,0.457835,0.691017,-0.571381,-0.594457,315862840889573.937500,12991.554616,7821.710100,5688.960440,3008.518641,3176.858687,489.783617,356.216297,35.777298,-0.343246,23.511493,11.176828,35.562739,26.652827,11.869390,0,0,0,0,0,-115.027131,1.902456
141.023905,141.046614,137.948602,40.290009,50.052324,11.932130,0.014223,8.016272,27.126216,7.521371,12.143564,26.555963,-0.001837,0.008270,1.510457,-0.118397,0.359171,0.396761,-0.645708,-0.645903,-0.564951,0.498005,0.208548,-0.742127,-0.607571,317850759334621.000000,12055.069535,8823.981938,4851.323107,3183.079786,2012.133145,449.386557,308.799832,35.599806,-2.656035,36.997189,12.314328,37.348952,21.879502,13.824160,0,0,0,0,0,-101.020389,1.562216
137.043297,141.139052,136.436843,40.291309,50.168885,12.549360,-0.000163,8.056898,26.556118,7.687248,12.478056,25.569629,0.005565,0.003678,1.546537,-0.003533,0.276701,-0.190924,-0.114199,-0.630368,-0.718493,0.738483,0.529263,-0.362583,-0.692767,353685879662683.187500,12193.989289,8479.208228,4750.262994,3238.848023,2557.836298,474.037642,358.866191,34.963094,6.175026,29.346523,13.385281,29.525749,29.594617,12.573451,0,0,0,0,0,-86.378219,2.048143
139.558858,138.013314,140.087406,37.904764,51.003581,12.343784,-0.008445,8.077940,27.226596,7.650611,12.030660,26.438791,-0.001589,-0.005792,1.558545,0.239012,0.339526,0.368443,-0.689553,-0.956598,-0.491685,0.714897,0.460873,-0.622486,-0.164628,398629891637299.687500,14055.788574,7362.146306,5928.151147,2972.341154,2895.975261,682.992127,253.125927,28.478049,-9.571396,38.314210,15.397503,30.109244,31.204680,13.716025,0,0,0,0,0,-101.818235,2.216743
138.330397,141.526239,136.718024,39.765037,48.848397,12.182638,-0.003995,8.148762,26.576872,7.367332,12.119283,26.209033,0.003127,-0.012048,1.535418,0.357967,0.171628,0.149900,-0.518634,-0.310954,-0.507284,0.438234,0.515720,-0.645717,-0.726761,315119533468936.875000,12776.480261,7516.639315,4640.722709,3085.551619,3137.540055,436.516123,300.002859,30.327108,6.268684,31.674160,14.826750,27.083540,20.498800,11.317735,0,0,0,0,0,-98.383802,2.032465
136.468430,138.153564,135.135694,40.104471,51.265867,12.327407,-0.023316,8.307207,26.719633,7.566478,12.362185,26.818131,-0.001400,-0.011973,1.488343,0.378945,0.299355,0.515480,-0.394217,-0.413520,-0.839808,0.238230,0.168875,-0.410464,-0.475042,295653475188225.875000,10099.165893,6994.936561,5972.724710,3341.437061,3021.804901,514.667423,344.995582,27.101989,6.213188,33.096665,13.479332,30.989121,23.571091,11.540597,0,0,0,0,0,-109.669662,1.920936
137.004367,140.992766,137.705436,41.305026,50.236787,12.108924,0.005881,8.074118,26.523233,7.505115,12.308971,26.351753,-0.005941,-0.007749,1.534592,0.151938,0.314456,0.181984,-0.851001,-0.633834,-0.435194,0.406804,0.366524,-0.497911,-0.679124,368356864116674.125000,10348.204969,8998.543381,5032.347825,3140.963643,3192.277221,503.673267,332.713712,39.287868,5.446178,34.397701,12.203743,35.192593,27.309902,12.012824,0,0,0,0,0,-104.036854,1.938059
134.238939,139.776588,140.019208,39.073541,50.570087,12.161599,-0.016432,8.275445,26.630009,7.614243,12.590710,25.804982,0.002924,0.005802,1.513539,0.535619,0.470428,0.155503,-0.602129,-0.719682,-0.372386,0.057150,0.713246,-0.505341,-0.291455,340552787987287.937500,12219.736361,6450.660077,6391.911301,3990.652235,2546.263969,475.670966,278.955934,34.351975,0.456354,21.276770,12.438563,29.525591,26.516386,11.681995,0,0,0,0,0,-84.860406,2.131381
140.840417,140.771848,137.608456,40.556915,50.821104,12.120934,-0.000770,7.981771,26.696992,7.724892,12.824318,26.494680,-0.015114,0.025769,1.477207,-0.049074,0.179756,0.029054,-0.552694,-0.423854,-0.561904,0.465435,0.284506,-0.585545,-0.590802,337701616235238.500000,11629.126911,10118.174868,4819.635959,3525.274222,3186.129165,581.608708,390.278632,43.535415,-3.515540,30.465241,13.473309,23.183584,21.546293,13.619275,0,0,0,0,0,-81.150466,2.168167
135.591374,137.922083,138.139031,40.813833,50.076828,12.223187,0.007874,7.924737,26.328307,7.534336,12.172628,25.845991,0.009266,0.008483,1.546943,0.096486,-0.105673,0.124791,-0.289522,-0.618155,-0.571386,0.483083,0.278892,-0.754909,-0.653754,315808231900664.437500,14054.673535,8402.166505,5268.560509,4117.110845,2789.549174,358.655678,269.335211,28.328882,2.726237,35.733268,12.603983,34.316881,23.577695,11.802138,0,0,0,0,0,-104.526069,1.888126
145.333021,138.251580,139.793545,39.755016,50.424712,12.071644,0.012637,8.263363,26.816438,7.770766,12.257530,25.392813,-0.013094,0.009980,1.513508,0.466455,0.317898,0.057666,-0.662111,-0.743734,-0.464171,0.450075,0.198254,-0.604609,-0.440304,349917912372591.312500,12488.900721,7457.593011,5510.106746,2902.396182,3162.679938,535.978628,236.962731,29.607269,8.497118,32.470540,13.551964,40.342924,20.157752,14.577159,0,0,0,0,0,-82.190253,2.139245
137.719051,139.276620,137.570314,39.065045,51.041955,12.135546,-0.012487,7.855636,26.193316,7.573618,12.243608,25.984706,0.009961,0.002404,1.521629,0.059584,0.494784,-0.142369,-0.727406,-0.787305,-0.735841,0.504819,0.109858,-0.489587,-0.805020,320879001625245.750000,13275.081376,8704.234518,5133.284700,3403.775950,3093.527203,500.820436,313.126106,31.212463,-2.716379,32.288925,12.954235,39.271300,28.336125,11.626103,0,0,0,0,0,-84.271044,2.062329
140.540666,137.738116,139.600421,40.553020,50.009030,12.239469,-0.006103,8.221595,26.206302,7.598815,12.422963,26.202974,0.008645,0.000143,1.512210,-0.016825,0.188876,-0.152602,-0.523521,-0.593831,-0.818310,0.153531,0.440209,-0.571321,-0.714531,457226325986729.125000,12476.569716,7380.064348,5464.359616,2861.921578,2228.832662,461.118363,343.906898,36.443993,9.964551,25.856236,14.362835,26.065373,26.097743,11.270729,0,0,0,0,0,-92.615802,2.407457
135.347620,138.903244,139.108941,40.682245,50.559133,11.841843,0.006575,7.746499,26.021798,7.586119,12.670261,26.804710,0.003012,-0.000223,1.504439,0.032176,0.164369,0.156240,-0.849946,-0.427888,-0.287466,0.557798,0.315972,-0.730289,-0.515178,338385721814054.312500,10981.153869,7240.183496,4829.212071,2639.470746,2677.371111,534.232116,303.470897,27.069712,-4.521544,24.391577,10.004760,28.907381,28.061945,11.228045,0,0,0,0,0,-100.750473,1.944558
137.186610,141.758109,135.073009,41.256045,49.363431,12.183937,0.008105,8.185488,26.183859,7.564685,12.565782,26.180163,0.000808,-0.009470,1.554568,0.218761,-0.025957,0.344928,-0.841068,-0.456865,-0.391961,0.294810,0.227505,-0.375925,-0.414371,375188862281813.875000,11795.235961,9166.956881,4937.842196,3338.910788,2517.106402,471.322910,347.702972,30.909436,0.254805,34.902350,12.919437,33.612830,22.000209,11.984823,0,0,0,0,0,-100.874149,1.853458
140.930639,133.127811,138.781364,40.329562,50.083554,12.051737,0.013050,8.189885,25.642619,7.513184,12.526469,27.105212,0.001477,-0.011769,1.523557,-0.027380,0.215359,0.272226,-0.677697,-0.382995,-0.488467,0.709526,0.337826,-0.793314,-0.478228,372311816261509.375000,12143.936053,9662.371037,5227.209307,2973.179015,2306.989805,514.376977,282.277391,32.901430,-1.328618,32.332919,11.786218,29.436162,23.238718,10.889398,0,0,0,0,0,-94.074122,1.965308
137.376566,137.322487,136.010335,40.281939,50.395255,12.053528,-0.004037,7.910894,26.978018,7.360251,12.039397,26.454975,0.017247,0.014394,1.526296,-0.092765,0.342155,0.235424,-0.508862,-0.694290,-0.627370,0.232182,0.192805,-0.568097,-0.535697,309384470604279.250000,12338.493580,9155.554568,4844.657087,2713.680305,2741.397540,465.507280,361.660406,32.315802,-5.678578,25.515464,11.385024,29.549057,22.163617,10.857730,0,0,0,0,0,-79.076948,2.170366
133.403216,138.207305,135.683780,40.785511,49.344569,11.704951,-0.001910,7.996616,26.467313,7.460557,12.384850,26.889049,-0.001843,0.011423,1.519499,0.243777,0.101468,0.127745,-0.634322,-0.712135,-0.379605,0.246982,0.403192,-0.681147,-0.451663,343695069039355.875000,10715.454139,6422.839103,4979.908671,3421.417821,2499.390634,614.666223,300.885316,28.728525,5.097816,26.698608,13.809914,34.112072,26.421261,12.932081,0,0,0,0,0,-99.274310,2.154288
141.483245,137.388328,140.268841,38.807802,48.502253,11.661815,-0.004561,7.604468,25.924846,7.459107,12.229102,26.304507,-0.016583,0.006023,1.495489,0.189152,0.305984,0.132306,-0.476315,-0.664892,-0.349014,0.577216,0.253442,-0.518110,-0.809484,399545112626990.750000,12355.726909,11666.003739,5531.922401,2431.046824,2881.970370,452.130566,326.544840,36.063055,-0.268222,31.216998,10.423695,31.178795,25.126687,11.730309,0,0,0,0,0,-81.397247,1.798449
137.534043,141.030491,137.157604,40.225499,49.586909,11.968585,0.004189,8.052189,25.969679,7.463310,12.515832,26.620076,0.028133,-0.000883,1.529166,0.181274,0.150191,0.340188,-0.613601,-0.705060,-0.541952,0.387855,0.226654,-0.911938,-0.576785,293764401950760.187500,10394.203815,9726.093469,6186.526341,3236.391253,3101.361223,554.071175,287.283276,32.939175,6.743935,33.216089,13.017010,35.022828,27.108159,12.440436,0,0,0,0,0,-89.248027,2.102468
137.640565,136.909833,140.383269,42.559699,49.474676,12.091304,0.005132,7.959960,26.685528,7.477438,12.442091,26.852366,-0.005355,-0.017233,1.554875,0.119269,0.280566,0.088834,-0.598452,-0.715687,-0.542319,0.328120,0.380487,-0.642720,-0.819105,353284761802727.875000,12925.292769,10007.751208,4770.373850,3125.534395,2307.609531,426.248426,251.906577,23.371402,-4.842464,33.640131,12.292253,33.979942,24.438069,12.008476,0,0,0,0,0,-93.031302,2.079196
138.840041,138.038812,133.821147,40.842198,51.209732,11.437039,0.005874,7.854325,25.733708,7.630649,12.235551,26.097789,-0.003887,0.008219,1.513201,0.112635,0.449857,0.169093,-0.546531,-0.822451,-0.577188,0.524225,0.445213,-0.553945,-0.611519,376628554517273.125000,12871.986392,9417.250767,5658.647641,2625.915448,2818.390999,477.042411,248.092709,27.899597,1.044718,26.705354,13.465013,31.365426,26.081796,10.459607,0,0,0,0,0,-113.176842,1.601604
134.016272,135.342866,139.637472,39.514082,48.068338,11.729980,0.009011,7.922952,26.142785,7.621194,12.137278,26.048767,0.002687,0.004245,1.543016,0.040634,0.153922,0.090462,-0.507575,-0.601775,-0.310212,0.082389,0.489249,-0.810484,-0.408080,414151584372101.000000,13984.549254,7142.837400,4995.243636,3397.934691,3015.653992,438.945358,287.943926,30.820850,6.209022,35.596032,13.376031,28.935514,24.277097,12.865795,0,0,0,0,0,-84.202426,2.279226
141.579214,142.485857,139.774793,40.640483,49.748148,12.242956,-0.016971,8.174071,25.977511,7.422660,12.383941,26.352563,0.012455,-0.019727,1.502402,0.300341,0.217552,0.119145,-0.481925,-0.545558,-0.613213,0.379616,0.366512,-0.431229,-0.821083,306011898359541.625000,10986.639116,9276.529333,4319.399582,3457.419263,2716.844411,565.820934,232.531079,31.406707,5.768202,34.175072,10.965726,29.596632,23.627966,13.944473,0,0,0,0,0,-83.356212,2.061708
137.995167,140.815739,138.116978,41.086876,51.015591,11.989613,0.006671,7.976241,27.186037,7.509713,12.093136,26.577899,-0.002182,0.002448,1.575719,0.179488,-0.255718,0.154970,-0.699676,-0.622076,-0.554735,0.800448,0.582437,-0.682910,-0.452774,296362618274383.375000,11417.924016,9003.567389,5213.484606,3515.182520,2957.304118,518.566069,260.973952,27.715892,-0.503266,31.437196,13.141617,37.656857,23.403229,11.379799,0,0,0,0,0,-99.487706,2.053707
140.713709,140.090063,137.033619,39.687793,49.805132,11.961161,0.008205,8.030024,26.323296,7.792658,12.320519,27.267999,0.004003,-0.002641,1.508797,0.384607,0.083602,-0.032667,-0.563092,-0.566462,-0.420749,0.365193,0.033519,-0.449076,-0.775595,330393728247513.250000,12768.495688,9162.453690,5553.155181,3208.214484,3500.769572,537.161271,297.134933,27.798728,3.544595,37.789644,14.893677,29.623503,33.403510,12.994058,0,0,0,0,0,-106.011642,2.038710
136.064835,135.795105,141.064963,39.397915,51.757284,12.086973,-0.002596,8.180096,26.973143,7.640080,12.287529,26.746948,-0.008908,0.011622,1.487566,0.010343,0.476193,0.058193,-0.424598,-0.691344,-0.613677,0.477157,0.240752,-0.632686,-0.262942,355967892292368.437500,11030.191424,7201.256303,5074.491439,3551.324721,2924.825985,529.801547,259.995956,37.828188,3.335227,33.001423,13.205164,28.865692,22.383546,11.072821,0,0,0,0,0,-90.339737,2.049587
141.500759,133.623191,140.908497,39.697374,49.045433,12.198746,-0.007150,7.918460,26.297775,7.656935,12.642867,26.724357,-0.008170,-0.005367,1.506333,0.182041,-0.019059,0.221880,-0.479741,-0.779207,-0.757477,0.712418,0.384271,-0.679945,-0.286695,360843076986087.875000,12906.183117,10014.679764,5396.487482,3112.871465,2997.632576,543.498548,259.968538,37.624022,-9.989029,28.498941,12.143372,33.222453,26.458390,12.733515,0,0,0,0,0,-101.626019,1.924511
139.804542,141.872289,136.221415,39.600843,50.944925,12.194138,-0.006253,7.834634,26.499426,7.634873,12.309106,26.700119,-0.028536,0.008832,1.505469,-0.016436,-0.200798,0.203394,-0.330370,-0.249044,-0.670818,0.117239,0.356860,-0.816461,-0.750322,381170054885666.687500,12618.897596,7283.428441,4239.468690,3445.549271,2817.600309,450.715873,252.190518,31.411295,-7.887095,31.720583,12.825874,30.761860,17.718719,11.110080,0,0,0,0,0,-90.223401,1.867349
135.642501,136.908059,134.762240,39.458216,49.907399,11.931685,0.009946,7.996220,25.797407,7.682172,12.417247,26.597190,0.010801,0.015084,1.552485,0.415040,0.371690,-0.086706,-0.735631,-0.898481,-0.519687,0.360755,0.695608,-0.626144,-0.345741,382011563077642.437500,12898.802077,8838.470687,4946.445836,3128.041569,2724.796846,429.957273,340.260811,42.049770,-7.407671,32.161622,13.654766,22.506994,24.665964,10.885575,0,0,0,0,0,-103.392268,2.078726
138.642697,134.663448,142.113315,39.501225,50.838423,12.062822,0.001313,8.268536,26.019181,7.461212,12.078718,27.468071,0.006602,0.003034,1.487701,0.112545,0.477324,0.439270,-0.772993,-0.501889,-0.547686,0.712967,0.520842,-0.569501,-0.294802,295544117632893.562500,12863.765761,8472.623061,4539.616567,3019.853530,2469.856339,350.916250,263.661973,33.007350,-3.101087,27.729107,13.322126,30.058385,32.368876,9.975683,0,0,0,0,0,-79.763872,2.206361
138.770955,138.087576,142.139172,38.682112,48.603975,12.460012,0.002476,8.068485,25.448877,7.624425,12.379718,26.529271,0.005632,-0.009506,1.465432,-0.090604,0.466606,-0.180766,-0.450635,-0.664250,-0.739613,0.437595,0.339604,-0.785959,-0.671718,348037835335699.125000,12248.301286,8013.049295,4944.866509,3124.356825,2728.122372,509.429229,248.240500,27.311107,5.908318,42.075779,11.444463,32.575817,25.659870,12.762889,0,0,0,0,0,-91.703996,1.770276
141.470700,138.943732,134.689299,41.390867,48.505925,12.584485,0.004281,7.898728,26.734202,7.554963,11.992121,26.260453,-0.011797,0.005092,1.473800,0.298198,0.353912,-0.057255,-0.370643,-0.662828,-0.486231,0.580367,0.138789,-0.698941,-0.670964,309651320580136.125000,12150.627909,8788.132228,4920.478437,3096.515096,2592.661578,546.180785,249.194755,23.535105,-4.912366,30.454324,12.152790,35.371064,17.993987,12.522126,0,0,0,0,0,-89.250262,1.986470
